CSV_Age,Day_mth_year_cat,Pet_ageMonths,Breed,Color,Outcome_Type,Fixed,Sex
9,years,108,Italian Greyhound Mix,Gray,Transfer,Neutered,Male
5,years,60,Lhasa Apso/Miniature Poodle,White,Transfer,Spayed,Female
3,years,36,Chihuahua Longhair Mix,White/Brown,Adoption,Neutered,Male
4,years,48,Labrador Retriever Mix,Yellow,Adoption,Neutered,Male
5,years,60,French Bulldog Mix,Brown Brindle/White,Transfer,Neutered,Male
4,years,48,Neapolitan Mastiff Mix,Brown Brindle/White,Transfer,Neutered,Male
2,years,24,Bedlington Terr Mix,White,Adoption,Spayed,Female
2,years,24,American Staffordshire Terrier Mix,Brown Brindle/White,Return_to_owner,Neutered,Male
3,years,36,Pug/Italian Greyhound,Black,Adoption,Spayed,Female
2,years,24,Pit Bull Mix,Red,Return_to_owner,Intact,Male
4,years,48,Labrador Retriever/Golden Retriever,Yellow,Return_to_owner,Neutered,Male
4,years,48,Chihuahua Shorthair Mix,Black/Tan,Adoption,Spayed,Female
4,years,48,Chihuahua Shorthair Mix,Black/Brown,Return_to_owner,Spayed,Female
9,years,108,Pug/Beagle,Tan/White,Return_to_owner,Spayed,Female
5,years,60,Australian Cattle Dog,Brown Brindle/White,Adoption,Neutered,Male
2,years,24,Siberian Husky Mix,Gray/White,Adoption,Neutered,Male
2,years,24,Pit Bull Mix,Brown/White,Adoption,Spayed,Female
2,years,24,Chihuahua Shorthair Mix,White/Black,Adoption,Spayed,Female
3,years,36,Shetland Sheepdog,Sable/White,Transfer,Neutered,Male
2,years,24,Pekingese Mix,Brown,Transfer,Neutered,Male
6,years,72,Border Collie/Parson Russell Terrier,Tricolor,Return_to_owner,Neutered,Male
4,years,48,Chihuahua Shorthair Mix,Black/Brown,Return_to_owner,Neutered,Male
8,years,96,Rat Terrier Mix,White/Tan,Adoption,Spayed,Female
2,years,24,Chihuahua Shorthair/Cardigan Welsh Corgi,Tricolor,Transfer,Neutered,Male
7,years,84,Papillon Mix,White/Black,Return_to_owner,Spayed,Female
3,years,36,German Shepherd Mix,Black,Transfer,Spayed,Female
2,years,24,Dachshund Mix,Black/Tan,Transfer,Neutered,Male
2,years,24,Chihuahua Shorthair Mix,Black/Tan,Adoption,Neutered,Male
14,years,168,Pembroke Welsh Corgi Mix,Sable,Adoption,Spayed,Female
3,years,36,Australian Cattle Dog Mix,Brown/Black,Euthanasia,Intact,Female
2,years,24,Pit Bull Mix,Tan/White,Transfer,Neutered,Male
7,years,84,Rottweiler Mix,Black,Return_to_owner,Spayed,Female
11,years,132,Labrador Retriever Mix,Brown,Return_to_owner,Neutered,Male
7,years,84,Chihuahua Shorthair Mix,Buff/White,Adoption,Neutered,Male
6,years,72,Labrador Retriever Mix,Black,Return_to_owner,Neutered,Male
6,years,72,Labrador Retriever/German Shepherd,Black,Return_to_owner,Neutered,Male
2,years,24,Labrador Retriever/German Shepherd,Black,Adoption,Neutered,Male
4,years,48,Weimaraner Mix,Fawn,Transfer,Spayed,Female
11,years,132,Yorkshire Terrier Mix,Tan/Black,Return_to_owner,Spayed,Female
5,years,60,Labrador Retriever Mix,Buff,Adoption,Neutered,Male
2,years,24,German Shepherd Mix,Black/Tan,Transfer,Spayed,Female
4,years,48,Labrador Retriever/Beagle,Black/White,Adoption,Neutered,Male
8,years,96,Labrador Retriever,Black,Return_to_owner,Neutered,Male
7,years,84,Chihuahua Shorthair Mix,Buff/White,Return_to_owner,Neutered,Male
2,years,24,Catahoula Mix,White/Black,Transfer,Neutered,Male
5,years,60,Labrador Retriever Mix,Tan,Transfer,Neutered,Male
3,years,36,Pit Bull Mix,Black/White,Euthanasia,Spayed,Female
9,years,108,Beagle Mix,Tan/White,Transfer,Spayed,Female
3,years,36,Cairn Terrier/Yorkshire Terrier,Brown Brindle,Transfer,Spayed,Female
3,years,36,Pit Bull Mix,Brown/White,Euthanasia,Intact,Male
8,years,96,Chihuahua Shorthair/Jack Russell Terrier,Brown/White,Return_to_owner,Spayed,Female
11,years,132,Labrador Retriever Mix,Yellow,Return_to_owner,Intact,Female
3,years,36,Dachshund Wirehair/Chihuahua Shorthair,Red,Return_to_owner,Neutered,Male
4,years,48,Chihuahua Shorthair Mix,White/Tan,Transfer,Neutered,Male
2,years,24,Wire Hair Fox Terrier Mix,Brown,Return_to_owner,Neutered,Male
7,years,84,Staffordshire/Bull Terrier,White/Black,Return_to_owner,Neutered,Male
3,years,36,Chihuahua Longhair Mix,White/Brown,Transfer,Intact,Female
2,years,24,Pit Bull Mix,Blue/White,Return_to_owner,Intact,Male
2,years,24,Pit Bull Mix,Chocolate/White,Return_to_owner,Intact,Male
2,years,24,German Shepherd Mix,Black/Brown,Euthanasia,Intact,Male
3,years,36,Rottweiler/Chow Chow,Tan,Euthanasia,Spayed,Female
2,years,24,Labrador Retriever Mix,Black,Transfer,Spayed,Female
2,years,24,Pit Bull Mix,Blue/White,Adoption,Neutered,Male
3,years,36,Bull Terrier,Black/White,Return_to_owner,Spayed,Female
2,years,24,American Bulldog/Pointer,White/Red,Return_to_owner,Neutered,Male
3,years,36,Nova Scotia Duck Tolling Retriever/Golden Retriever,Red/White,Transfer,Neutered,Male
2,years,24,Pit Bull,Blue/White,Adoption,Spayed,Female
2,years,24,Rottweiler/Labrador Retriever,Black/Brown,Adoption,Neutered,Male
2,years,24,Rottweiler Mix,Black/Brown,Adoption,Spayed,Female
3,years,36,Pit Bull Mix,Tan/White,Adoption,Spayed,Female
2,years,24,Jack Russell Terrier,White/Tricolor,Return_to_owner,Intact,Male
7,years,84,Pit Bull Mix,Tan/White,Transfer,Spayed,Female
2,years,24,Belgian Malinois Mix,Brown/Black,Adoption,Spayed,Female
15,years,180,Shetland Sheepdog Mix,Tricolor,Transfer,Spayed,Female
2,years,24,German Shorthair Pointer Mix,Black/Blue Merle,Return_to_owner,Spayed,Female
3,years,36,Pit Bull/Basset Hound,Brown/White,Transfer,Neutered,Male
2,years,24,Rottweiler Mix,Black/Brown,Return_to_owner,Intact,Female
4,years,48,Maltese/Miniature Poodle,White,Return_to_owner,Neutered,Male
9,years,108,Rat Terrier,White/Tricolor,Adoption,Spayed,Female
2,years,24,Labrador Retriever/Pit Bull,Black,Euthanasia,Intact,Male
3,years,36,Pit Bull Mix,Black/White,Return_to_owner,Neutered,Male
2,years,24,Norfolk Terrier Mix,Brown/White,Adoption,Spayed,Female
2,years,24,Labrador Retriever Mix,Red Tick,Return_to_owner,Neutered,Male
3,years,36,Pit Bull Mix,Brown/White,Euthanasia,Spayed,Female
3,years,36,Labrador Retriever Mix,Tan,Return_to_owner,Neutered,Male
2,years,24,Chihuahua Shorthair Mix,Buff/White,Transfer,Neutered,Male
4,years,48,Pit Bull Mix,Brown Brindle/White,Euthanasia,Neutered,Male
6,years,72,Pit Bull Mix,White/Chocolate,Adoption,Spayed,Female
2,years,24,Labrador Retriever Mix,Black,Return_to_owner,Spayed,Female
6,years,72,Australian Cattle Dog Mix,Blue Merle,Return_to_owner,Neutered,Male
7,years,84,Labrador Retriever Mix,Black/White,Adoption,Neutered,Male
4,years,48,Chihuahua Shorthair Mix,Blue,Return_to_owner,Neutered,Male
3,years,36,Australian Kelpie Mix,Black,Adoption,Spayed,Female
3,years,36,Basset Hound,Tricolor,Return_to_owner,Spayed,Female
3,years,36,Labrador Retriever Mix,Black/White,Adoption,Spayed,Female
2,years,24,Norwich Terrier Mix,Tan/White,Adoption,Spayed,Female
2,years,24,Pit Bull Mix,Blue/White,Adoption,Spayed,Female
2,years,24,Rat Terrier/Chihuahua Shorthair,Brown/White,Return_to_owner,Spayed,Female
5,years,60,Miniature Schnauzer Mix,Silver,Return_to_owner,Spayed,Female
6,years,72,Great Pyrenees/Border Collie,White/Black,Adoption,Spayed,Female
7,years,84,Pit Bull Mix,Brown/White,Euthanasia,Spayed,Female
2,years,24,Labrador Retriever/Pit Bull,Blue/White,Return_to_owner,Neutered,Male
4,years,48,Miniature Poodle Mix,Gray/White,Adoption,Spayed,Female
8,years,96,Parson Russell Terrier Mix,White,Transfer,Neutered,Male
6,years,72,Pit Bull Mix,Black Brindle/White,Adoption,Neutered,Male
6,years,72,Chihuahua Shorthair Mix,Tan/White,Adoption,Spayed,Female
16,years,192,Chihuahua Shorthair,White/Silver,Euthanasia,Unknown,
3,years,36,Catahoula Mix,Brown Brindle,Return_to_owner,Neutered,Male
3,years,36,Lhasa Apso/Cairn Terrier,Tan/Brown,Return_to_owner,Neutered,Male
2,years,24,Chinese Sharpei Mix,Tan,Transfer,Spayed,Female
3,years,36,Chihuahua Longhair Mix,Tricolor,Adoption,Neutered,Male
3,years,36,Queensland Heeler Mix,Black/White,Adoption,Spayed,Female
2,years,24,Australian Cattle Dog/Pit Bull,Black/White,Euthanasia,Neutered,Male
7,years,84,Labrador Retriever/Beagle,Black/White,Adoption,Spayed,Female
2,years,24,Pit Bull Mix,Brown/White,Transfer,Spayed,Female
2,years,24,Labrador Retriever/Chow Chow,Red/White,Return_to_owner,Neutered,Male
4,years,48,American Pit Bull Terrier/Catahoula,White/Tan,Transfer,Spayed,Female
2,years,24,Boxer Mix,Brown Brindle,Adoption,Neutered,Male
4,years,48,Dachshund Mix,White/Tan,Return_to_owner,Neutered,Male
2,years,24,Australian Cattle Dog/German Shorthair Pointer,White/Tricolor,Return_to_owner,Neutered,Male
3,years,36,Plott Hound Mix,Brown Brindle,Adoption,Spayed,Female
3,years,36,Chihuahua Shorthair Mix,White/Chocolate,Adoption,Spayed,Female
3,years,36,Border Collie Mix,Black/White,Return_to_owner,Spayed,Female
2,years,24,French Bulldog/Chihuahua Shorthair,Black/Red,Transfer,Neutered,Male
10,years,120,Greyhound Mix,Tan/White,Adoption,Spayed,Female
10,years,120,Pug/Chihuahua Shorthair,Cream,Died,Neutered,Male
5,years,60,Pug/Chihuahua Shorthair,Brown/Black,Adoption,Neutered,Male
12,years,144,Flat Coat Retriever Mix,Black,Transfer,Intact,Female
2,years,24,German Shepherd Mix,Black/Brown Brindle,Transfer,Spayed,Female
2,years,24,Pit Bull Mix,Red/Brown,Euthanasia,Intact,Female
6,years,72,American Staffordshire Terrier,Brown/White,Adoption,Neutered,Male
7,years,84,Chihuahua Longhair Mix,Brown/White,Transfer,Neutered,Male
2,years,24,Australian Shepherd,Red Merle,Return_to_owner,Spayed,Female
3,years,36,Chihuahua Shorthair Mix,Cream,Adoption,Neutered,Male
4,years,48,Dachshund Mix,Black/White,Return_to_owner,Spayed,Female
10,years,120,St. Bernard Smooth Coat Mix,White/Brown,Euthanasia,Intact,Male
12,years,144,Chihuahua Longhair Mix,Tan,Return_to_owner,Intact,Male
2,years,24,Shih Tzu Mix,Tricolor,Transfer,Spayed,Female
8,years,96,Miniature Poodle Mix,Buff,Return_to_owner,Spayed,Female
2,years,24,Pit Bull Mix,Brown/White,Return_to_owner,Spayed,Female
3,years,36,Chihuahua Shorthair Mix,Brown,Return_to_owner,Intact,Female
2,years,24,Chihuahua Shorthair Mix,White/Tan,Return_to_owner,Neutered,Male
2,years,24,Labrador Retriever Mix,Brown,Transfer,Neutered,Male
12,years,144,Rottweiler/Chow Chow,Black/Tan,Euthanasia,Neutered,Male
12,years,144,Labrador Retriever/Chow Chow,Black/Brown,Transfer,Intact,Female
10,years,120,Lhasa Apso Mix,Buff,Transfer,Intact,Female
3,years,36,Miniature Poodle/Cocker Spaniel,Black/White,Transfer,Intact,Female
3,years,36,Chihuahua Longhair Mix,White,Transfer,Intact,Female
2,years,24,Pit Bull Mix,Brown/White,Transfer,Intact,Male
7,years,84,Miniature Schnauzer Mix,Black,Transfer,Neutered,Male
2,years,24,Pit Bull Mix,White/Blue,Return_to_owner,Spayed,Female
2,years,24,Feist Mix,Tan/White,Adoption,Spayed,Female
2,years,24,Chihuahua Shorthair Mix,Red,Adoption,Neutered,Male
4,years,48,Rottweiler,Tricolor,Adoption,Spayed,Female
3,years,36,Chihuahua Shorthair Mix,Brown,Return_to_owner,Neutered,Male
6,years,72,Carolina Dog/Pit Bull,Brown,Return_to_owner,Spayed,Female
2,years,24,Chihuahua Shorthair Mix,Chocolate/White,Adoption,Neutered,Male
2,years,24,Labrador Retriever Mix,Black,Adoption,Spayed,Female
10,years,120,Labrador Retriever Mix,Black,Return_to_owner,Neutered,Male
2,years,24,Staffordshire Mix,Blue/White,Adoption,Spayed,Female
3,years,36,Dachshund Mix,Red,Transfer,Intact,Male
6,years,72,Chihuahua Shorthair,Brown,Adoption,Spayed,Female
4,years,48,Miniature Schnauzer Mix,Black,Adoption,Neutered,Male
2,years,24,Labrador Retriever Mix,Black,Adoption,Neutered,Male
4,years,48,Chinese Sharpei Mix,Brown,Return_to_owner,Intact,Female
5,years,60,Rhod Ridgeback,Red/Black,Euthanasia,Intact,Male
2,years,24,Labrador Retriever/Pit Bull,Chocolate/White,Return_to_owner,Intact,Female
9,years,108,Rottweiler Mix,Black/Brown,Return_to_owner,Spayed,Female
2,years,24,Manchester Terrier Mix,Black/Brown,Adoption,Spayed,Female
2,years,24,Pit Bull Mix,Blue/White,Adoption,Spayed,Female
5,years,60,American Staffordshire Terrier Mix,Brown/White,Adoption,Spayed,Female
2,years,24,Great Pyrenees/Anatol Shepherd,White,Return_to_owner,Spayed,Female
4,years,48,Cairn Terrier Mix,Cream,Return_to_owner,Neutered,Male
2,years,24,Staffordshire/Blue Lacy,Blue/White,Adoption,Spayed,Female
3,years,36,Chihuahua Shorthair Mix,Tricolor,Return_to_owner,Spayed,Female
2,years,24,German Shepherd Mix,Black,Return_to_owner,Intact,Male
8,years,96,German Shepherd/Labrador Retriever,Tricolor,Adoption,Neutered,Male
2,years,24,Harrier Mix,Red/White,Transfer,Neutered,Male
2,years,24,Cocker Spaniel/Golden Retriever,Gold/White,Transfer,Neutered,Male
4,years,48,Weimaraner/Labrador Retriever,Chocolate/Red,Return_to_owner,Spayed,Female
2,years,24,Chihuahua Longhair Mix,Brown,Return_to_owner,Neutered,Male
16,years,192,Australian Cattle Dog Mix,Brown/White,Return_to_owner,Neutered,Male
2,years,24,Pit Bull Mix,Black,Euthanasia,Spayed,Female
3,years,36,Chihuahua Shorthair,Brown/White,Adoption,Spayed,Female
2,years,24,Chihuahua Shorthair,White/Tan,Transfer,Neutered,Male
7,years,84,Chihuahua Shorthair Mix,Black/Tan,Return_to_owner,Neutered,Male
2,years,24,Labrador Retriever Mix,Black,Transfer,Neutered,Male
2,years,24,Pit Bull Mix,Black/White,Return_to_owner,Neutered,Male
3,years,36,Dachshund Mix,Black,Return_to_owner,Neutered,Male
7,years,84,Beagle Mix,Tricolor,Adoption,Spayed,Female
13,years,156,Golden Retriever/Border Collie,Yellow,Return_to_owner,Spayed,Female
5,years,60,Pit Bull Mix,Brown/White,Adoption,Neutered,Male
7,years,84,Pit Bull/Boxer,Brown/White,Adoption,Spayed,Female
3,years,36,Dachshund Mix,Black/Brown,Return_to_owner,Neutered,Male
3,years,36,Welsh Terrier Mix,Tan/Brown,Return_to_owner,Neutered,Male
4,years,48,Siberian Husky Mix,Black/Brown,Return_to_owner,Spayed,Female
6,years,72,Labrador Retriever Mix,Chocolate,Euthanasia,Intact,Male
7,years,84,Rhod Ridgeback Mix,Fawn,Return_to_owner,Spayed,Female
3,years,36,Great Pyrenees/Boxer,Red/White,Return_to_owner,Neutered,Male
8,years,96,Bloodhound,Brown,Return_to_owner,Spayed,Female
2,years,24,Basset Hound Mix,Brown/White,Return_to_owner,Neutered,Male
4,years,48,Labrador Retriever Mix,Yellow/White,Return_to_owner,Neutered,Male
5,years,60,Labrador Retriever/Rhod Ridgeback,Black/White,Return_to_owner,Neutered,Male
2,years,24,Mastiff Mix,Tan/Black,Return_to_owner,Spayed,Female
3,years,36,Basset Hound Mix,White/Black,Return_to_owner,Intact,Female
4,years,48,Tibetan Terrier/Lhasa Apso,Tricolor,Transfer,Spayed,Female
8,years,96,German Shepherd Mix,Sable,Return_to_owner,Neutered,Male
10,years,120,Labrador Retriever Mix,Tan/White,Adoption,Spayed,Female
2,years,24,American Staffordshire Terrier Mix,Tan/White,Euthanasia,Neutered,Male
2,years,24,Labrador Retriever Mix,Black/White,Adoption,Spayed,Female
2,years,24,American Bulldog Mix,Tan/White,Euthanasia,Intact,Male
6,years,72,Pomeranian Mix,Red,Return_to_owner,Spayed,Female
3,years,36,Miniature Schnauzer Mix,Cream/Brown,Adoption,Neutered,Male
10,years,120,Boxer/American Bulldog,Brown/White,Return_to_owner,Spayed,Female
3,years,36,Labrador Retriever Mix,Yellow,Return_to_owner,Neutered,Male
6,years,72,Pug Mix,Red/White,Adoption,Spayed,Female
6,years,72,Carolina Dog Mix,Red/White,Return_to_owner,Intact,Male
8,years,96,Weimaraner/Labrador Retriever,Tan/White,Return_to_owner,Spayed,Female
3,years,36,Labrador Retriever Mix,Black,Return_to_owner,Neutered,Male
10,years,120,Cocker Spaniel Mix,White/Black,Euthanasia,Neutered,Male
3,years,36,German Shepherd Mix,Black/White,Adoption,Neutered,Male
5,years,60,Labrador Retriever/Border Collie,Black,Return_to_owner,Neutered,Male
5,years,60,Chihuahua Shorthair Mix,Buff,Return_to_owner,Neutered,Male
2,years,24,Miniature Poodle Mix,Black,Return_to_owner,Spayed,Female
2,years,24,Dachshund Wirehair/Chihuahua Shorthair,Buff,Transfer,Neutered,Male
3,years,36,Chihuahua Shorthair Mix,Tan,Return_to_owner,Neutered,Male
7,years,84,Chihuahua Shorthair Mix,Brown/White,Return_to_owner,Neutered,Male
2,years,24,Anatol Shepherd Mix,White/Red,Transfer,Spayed,Female
3,years,36,Shih Tzu Mix,Gray/White,Transfer,Intact,Female
6,years,72,Miniature Poodle/Miniature Schnauzer,Black/Brown,Adoption,Spayed,Female
3,years,36,Plott Hound Mix,Brown Brindle,Transfer,Neutered,Male
5,years,60,Great Pyrenees Mix,White,Adoption,Spayed,Female
5,years,60,Siberian Husky Mix,Black/Tan,Return_to_owner,Spayed,Female
6,years,72,Chihuahua Shorthair/Rat Terrier,Tricolor,Transfer,Neutered,Male
4,years,48,Toy Fox Terrier Mix,Brown/Black,Euthanasia,Neutered,Male
2,years,24,Great Pyrenees/Labrador Retriever,White/Tan,Return_to_owner,Neutered,Male
4,years,48,Chihuahua Shorthair Mix,Sable,Adoption,Neutered,Male
2,years,24,Siberian Husky Mix,Black/White,Return_to_owner,Neutered,Male
5,years,60,Basset Hound Mix,Red/White,Return_to_owner,Neutered,Male
6,years,72,Whippet Mix,Gray/Black,Return_to_owner,Spayed,Female
2,years,24,American Pit Bull Terrier Mix,White/Blue,Transfer,Neutered,Male
5,years,60,Belgian Sheepdog,Sable,Adoption,Spayed,Female
2,years,24,Chihuahua Shorthair Mix,Brown/White,Adoption,Intact,Female
2,years,24,Golden Retriever Mix,Red,Euthanasia,Intact,Male
5,years,60,Pit Bull,Brown/White,Return_to_owner,Neutered,Male
5,years,60,Labrador Retriever Mix,Chocolate,Transfer,Spayed,Female
5,years,60,Chihuahua Shorthair Mix,Tan/White,Return_to_owner,Neutered,Male
10,years,120,Border Collie,Black/White,Transfer,Neutered,Male
2,years,24,Pbgv,White/Gray,Adoption,Neutered,Male
2,years,24,German Shepherd Mix,Chocolate/Tan,Return_to_owner,Neutered,Male
15,years,180,Chihuahua Shorthair Mix,Black/Cream,Return_to_owner,Spayed,Female
4,years,48,English Bulldog,White/Black,Adoption,Neutered,Male
3,years,36,Miniature Poodle/Yorkshire Terrier,White/Silver,Return_to_owner,Spayed,Female
2,years,24,Labrador Retriever/Great Pyrenees,White/Tan,Return_to_owner,Intact,Male
8,years,96,Boxer Mix,Brown,Return_to_owner,Neutered,Male
7,years,84,Miniature Poodle/Dachshund,Gray/White,Return_to_owner,Neutered,Male
3,years,36,Akita/Australian Cattle Dog,Brown Brindle,Adoption,Neutered,Male
3,years,36,Pit Bull Mix,Brown/White,Transfer,Neutered,Male
3,years,36,Pointer/Catahoula,Tan/White,Adoption,Spayed,Female
2,years,24,Australian Cattle Dog Mix,Brown Merle/Black,Transfer,Intact,Male
14,years,168,Samoyed Mix,White,Return_to_owner,Neutered,Male
2,years,24,Whippet Mix,White/Black,Adoption,Spayed,Female
2,years,24,Pit Bull Mix,Brown Brindle/White,Transfer,Spayed,Female
2,years,24,Black/Tan Hound Mix,Black/Tan,Transfer,Neutered,Male
4,years,48,Otterhound Mix,Black/Tan,Return_to_owner,Neutered,Male
7,years,84,Flat Coat Retriever Mix,Black,Return_to_owner,Spayed,Female
2,years,24,Miniature Schnauzer Mix,Gray,Return_to_owner,Spayed,Female
3,years,36,Pit Bull Mix,Tan/White,Adoption,Spayed,Female
3,years,36,Pit Bull Mix,Blue/White,Euthanasia,Intact,Female
2,years,24,Catahoula Mix,White/Black,Return_to_owner,Neutered,Male
3,years,36,Black Mouth Cur/Labrador Retriever,Brown Brindle,Adoption,Spayed,Female
3,years,36,Pit Bull Mix,Fawn,Transfer,Intact,Male
7,years,84,St. Bernard Rough Coat Mix,Brown/Tricolor,Return_to_owner,Spayed,Female
6,years,72,Pomeranian Mix,Red,Return_to_owner,Intact,Male
4,years,48,Jack Russell Terrier Mix,White,Return_to_owner,Spayed,Female
10,years,120,Maltese/Miniature Poodle,White,Return_to_owner,Neutered,Male
4,years,48,Labrador Retriever Mix,Black,Euthanasia,Neutered,Male
4,years,48,Staffordshire Mix,Red/White,Return_to_owner,Intact,Male
2,years,24,Chihuahua Shorthair Mix,Tan,Transfer,Intact,Female
3,years,36,Australian Kelpie Mix,Red/Tan,Adoption,Spayed,Female
2,years,24,Dachshund Mix,Black/Tan,Return_to_owner,Spayed,Female
3,years,36,Australian Cattle Dog/Cardigan Welsh Corgi,Sable/White,Adoption,Spayed,Female
2,years,24,American Bulldog,White/Chocolate,Return_to_owner,Neutered,Male
13,years,156,Dogo Argentino Mix,White/Black,Transfer,Neutered,Male
2,years,24,Staffordshire Mix,Black Brindle/White,Adoption,Spayed,Female
5,years,60,Pit Bull Mix,Fawn/White,Transfer,Neutered,Male
2,years,24,German Shepherd Mix,Sable,Return_to_owner,Spayed,Female
4,years,48,Labrador Retriever,Black,Adoption,Spayed,Female
5,years,60,Catahoula,Blue Merle/White,Adoption,Spayed,Female
2,years,24,Australian Shepherd Mix,Black/White,Adoption,Neutered,Male
11,years,132,Rat Terrier Mix,White/Brown,Return_to_owner,Spayed,Female
2,years,24,German Shepherd Mix,Brown/Black,Return_to_owner,Neutered,Male
6,years,72,German Shepherd Mix,Black,Return_to_owner,Spayed,Female
3,years,36,Pit Bull Mix,Brown Brindle/White,Adoption,Neutered,Male
2,years,24,Great Pyrenees Mix,White,Transfer,Intact,Female
3,years,36,Dachshund Wirehair Mix,Black/Tan,Adoption,Spayed,Female
2,years,24,Australian Cattle Dog Mix,Blue Merle/White,Return_to_owner,Intact,Female
10,years,120,Labrador Retriever,Black,Adoption,Neutered,Male
4,years,48,Jack Russell Terrier,White/Tan,Transfer,Neutered,Male
4,years,48,Dachshund Mix,Blue Merle/Tan,Transfer,Spayed,Female
2,years,24,American Bulldog Mix,Black/White,Adoption,Neutered,Male
4,years,48,Labrador Retriever Mix,Red,Return_to_owner,Spayed,Female
7,years,84,Labrador Retriever/Pit Bull,Brown,Return_to_owner,Spayed,Female
2,years,24,Chihuahua Shorthair Mix,Black/White,Adoption,Neutered,Male
2,years,24,Pit Bull Mix,Black/White,Transfer,Neutered,Male
2,years,24,American Staffordshire Terrier Mix,Black/White,Adoption,Spayed,Female
7,years,84,Carolina Dog Mix,Red,Euthanasia,Intact,Male
2,years,24,Siberian Husky Mix,White/Brown,Return_to_owner,Neutered,Male
6,years,72,Maltese/Yorkshire,Cream,Return_to_owner,Neutered,Male
3,years,36,German Shepherd Mix,Red/Black,Adoption,Neutered,Male
9,years,108,Chihuahua Shorthair Mix,Black/Tan,Return_to_owner,Spayed,Female
6,years,72,Miniature Poodle Mix,White,Adoption,Spayed,Female
5,years,60,Chihuahua Shorthair Mix,Tan,Adoption,Neutered,Male
2,years,24,Boxer/Labrador Retriever,Tan/White,Adoption,Neutered,Male
7,years,84,Dachshund Wirehair/Chihuahua Shorthair,Tan/White,Return_to_owner,Spayed,Female
2,years,24,Queensland Heeler Mix,Black/White,Transfer,Intact,Male
9,years,108,Jack Russell Terrier Mix,Chocolate/White,Euthanasia,Neutered,Male
2,years,24,Chihuahua Shorthair Mix,Brown,Return_to_owner,Neutered,Male
5,years,60,Dachshund/Chihuahua Shorthair,Brown,Adoption,Spayed,Female
4,years,48,Pit Bull Mix,Tan,Return_to_owner,Neutered,Male
3,years,36,Pit Bull Mix,White/Black,Return_to_owner,Neutered,Male
2,years,24,Bull Terrier Mix,White,Return_to_owner,Spayed,Female
2,years,24,Dachshund Mix,Red,Transfer,Neutered,Male
5,years,60,Dachshund/Manchester Terrier,Black/Tricolor,Return_to_owner,Neutered,Male
3,years,36,Blue Lacy/Great Dane,Tan/White,Return_to_owner,Neutered,Male
6,years,72,Chihuahua Shorthair Mix,Tricolor,Adoption,Neutered,Male
5,years,60,Chihuahua Shorthair Mix,Tricolor,Return_to_owner,Intact,Female
6,years,72,Chihuahua Shorthair Mix,White/Brown,Return_to_owner,Spayed,Female
13,years,156,Labrador Retriever Mix,Black,Return_to_owner,Spayed,Female
3,years,36,Chihuahua Shorthair Mix,Brown,Adoption,Neutered,Male
8,years,96,Boxer/Chinese Sharpei,Brown Brindle/Black,Return_to_owner,Neutered,Male
3,years,36,English Bulldog Mix,Brown/White,Return_to_owner,Neutered,Male
5,years,60,Shih Tzu Mix,Black/White,Transfer,Neutered,Male
2,years,24,Yorkshire Terrier Mix,Brown/Black,Adoption,Spayed,Female
2,years,24,Labrador Retriever Mix,Black,Adoption,Spayed,Female
4,years,48,Pit Bull Mix,Brown Brindle/White,Euthanasia,Neutered,Male
3,years,36,English Coonhound/Italian Greyhound,Brown Brindle/White,Adoption,Spayed,Female
2,years,24,Schipperke Mix,Black,Adoption,Spayed,Female
2,years,24,Pit Bull Mix,Black/White,Return_to_owner,Spayed,Female
2,years,24,Chihuahua Shorthair Mix,Tan/Red,Transfer,Spayed,Female
2,years,24,Pit Bull Mix,Blue/White,Return_to_owner,Neutered,Male
7,years,84,Pit Bull Mix,Brown Brindle/White,Return_to_owner,Spayed,Female
2,years,24,Pit Bull Mix,Blue/White,Return_to_owner,Spayed,Female
4,years,48,Chihuahua Shorthair Mix,Tricolor,Adoption,Neutered,Male
14,years,168,Keeshond Mix,Sable,Return_to_owner,Intact,Male
6,years,72,Labrador Retriever/Beagle,Tan/Black,Euthanasia,Neutered,Male
3,years,36,Pit Bull Mix,Black/White,Return_to_owner,Spayed,Female
3,years,36,Blue Lacy Mix,Tan,Transfer,Spayed,Female
7,years,84,Dalmatian Mix,White/Black,Return_to_owner,Spayed,Female
5,years,60,Pit Bull Mix,Brown/White,Return_to_owner,Spayed,Female
2,years,24,Pit Bull Mix,Brown/White,Transfer,Spayed,Female
2,years,24,Cairn Terrier Mix,Buff/White,Adoption,Neutered,Male
2,years,24,Dachshund Mix,Red,Adoption,Spayed,Female
4,years,48,Beagle/Chihuahua Shorthair,Tan/White,Adoption,Neutered,Male
5,years,60,German Shepherd Mix,Black/Tan,Return_to_owner,Neutered,Male
4,years,48,Chihuahua Shorthair Mix,White/Red,Adoption,Neutered,Male
7,years,84,German Shepherd,Black/Tan,Adoption,Neutered,Male
11,years,132,Labrador Retriever Mix,Red/White,Adoption,Spayed,Female
7,years,84,Chihuahua Shorthair Mix,Black/Brown,Return_to_owner,Neutered,Male
9,years,108,Pit Bull Mix,Brown/White,Euthanasia,Spayed,Female
2,years,24,German Shepherd/Labrador Retriever,Tan/Black,Return_to_owner,Spayed,Female
2,years,24,American Pit Bull Terrier Mix,Yellow Brindle/White,Transfer,Neutered,Male
