Pet_ageMonths,Breed_primary,Breed_secondary,Color,Outcome_Type,Outcome_Rating,Fixed,Sex
6,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
3,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Male
2,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Male
11,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Intact,Male
10,Labrador Retriever Mix,,Yellow,Transfer,Negative,Intact,Male
2,Labrador Retriever Mix,,Red/Black,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Cream,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Brown/Black,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
6,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Male
10,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,White/Cream,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Buff,Transfer,Negative,Intact,Male
2,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
3,Labrador Retriever Mix,,Brown,Transfer,Negative,Intact,Male
2,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Intact,Male
8,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Male
6,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
3,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Male
7,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Male
2,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Male
2,Labrador Retriever Mix,,Tan,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
3,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
4,Labrador Retriever Mix,,Brown,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
3,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Male
3,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Male
5,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
2,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
3,Labrador Retriever Mix,,Yellow,Transfer,Negative,Intact,Female
3,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Male
10,Labrador Retriever Mix,,Brown/White,Transfer,Negative,Intact,Female
0.25,Labrador Retriever Mix,,Cream,Transfer,Negative,Intact,Female
0.25,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
0.25,Labrador Retriever Mix,,Sable,Transfer,Negative,Intact,Male
0.25,Labrador Retriever Mix,,Brown/Black,Transfer,Negative,Intact,Female
0.25,Labrador Retriever Mix,,Cream,Transfer,Negative,Intact,Female
0.25,Labrador Retriever Mix,,Cream,Transfer,Negative,Intact,Female
0.25,Labrador Retriever Mix,,Brown/Black,Transfer,Negative,Intact,Female
0.25,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Male
0.25,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
0.5,Labrador Retriever Mix,,Tricolor,Transfer,Negative,Intact,Male
0.75,Labrador Retriever Mix,,White,Transfer,Negative,Intact,Male
0.75,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
0.75,Labrador Retriever Mix,,White,Transfer,Negative,Intact,Female
0.75,Labrador Retriever Mix,,White,Transfer,Negative,Intact,Male
0.75,Labrador Retriever Mix,,White,Transfer,Negative,Intact,Male
0.5,Labrador Retriever Mix,,Brown Merle/Tan,Transfer,Negative,Intact,Male
0.5,Labrador Retriever Mix,,Brown,Transfer,Negative,Intact,Male
0.5,Labrador Retriever Mix,,White/Black,Transfer,Negative,Intact,Female
0.5,Labrador Retriever Mix,,Brown Merle,Transfer,Negative,Intact,Male
0.75,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
0.75,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
0.5,Labrador Retriever Mix,,Blue Merle/White,Transfer,Negative,Intact,Male
1,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female
1,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Male
0.5,Labrador Retriever Mix,,Brown Merle,Transfer,Negative,Intact,Female
12,Labrador Retriever Mix,,Cream,Transfer,Negative,Intact,Male
12,Labrador Retriever Mix,,Brown/White,Transfer,Negative,Intact,Female
12,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Male
12,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
12,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Male
12,Labrador Retriever Mix,,White/Tan,Transfer,Negative,Intact,Male
12,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Male
24,Labrador Retriever Mix,,White,Transfer,Negative,Intact,Female
24,Labrador Retriever Mix,,Yellow/White,Transfer,Negative,Intact,Female
24,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
24,Labrador Retriever Mix,,Yellow,Transfer,Negative,Intact,Female
24,Labrador Retriever Mix,,Yellow,Transfer,Negative,Intact,Female
36,Labrador Retriever Mix,,Yellow/White,Transfer,Negative,Intact,Female
60,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
72,Labrador Retriever Mix,,Red,Transfer,Negative,Intact,Male
72,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
48,Labrador Retriever Mix,,Brown,Transfer,Negative,Intact,Male
84,Labrador Retriever Mix,,Black Brindle/Brown,Transfer,Negative,Intact,Male
24,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
24,Labrador Retriever Mix,,Brown/White,Transfer,Negative,Intact,Female
60,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
36,Labrador Retriever Mix,,Brown,Transfer,Negative,Intact,Female
72,Labrador Retriever Mix,,Yellow,Transfer,Negative,Intact,Female
84,Labrador Retriever Mix,,Brown,Transfer,Negative,Intact,Male
36,Labrador Retriever Mix,,Blue/White,Transfer,Negative,Intact,Male
24,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female
24,Labrador Retriever Mix,,White/Black,Transfer,Negative,Intact,Female
36,Labrador Retriever Mix,,Tricolor,Transfer,Negative,Intact,Male
24,Labrador Retriever Mix,,Brown/White,Transfer,Negative,Intact,Female
4,Labrador Retriever Mix,,Blue,Transfer,Negative,Neutered,Male
2,Labrador Retriever Mix,,Black/Tan,Transfer,Negative,Neutered,Male
6,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
10,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
4,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male
2,Labrador Retriever Mix,,White,Transfer,Negative,Neutered,Male
5,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
3,Labrador Retriever Mix,,Brown/White,Transfer,Negative,Neutered,Male
5,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male
3,Labrador Retriever Mix,,White/Tan,Transfer,Negative,Neutered,Male
2,Labrador Retriever Mix,,Brown/White,Transfer,Negative,Neutered,Male
3,Labrador Retriever Mix,,Brown/Black,Transfer,Negative,Neutered,Male
11,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
7,Labrador Retriever Mix,,Chocolate/White,Transfer,Negative,Neutered,Male
2,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
5,Labrador Retriever Mix,,Black/Gray,Transfer,Negative,Neutered,Male
3,Labrador Retriever Mix,,White,Transfer,Negative,Neutered,Male
8,Labrador Retriever Mix,,Gold,Transfer,Negative,Neutered,Male
3,Labrador Retriever Mix,,White,Transfer,Negative,Neutered,Male
5,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
7,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male
4,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male
9,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
10,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
9,Labrador Retriever Mix,,Buff,Transfer,Negative,Neutered,Male
9,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
5,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Neutered,Male
4,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
3,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
7,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Neutered,Male
4,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Neutered,Male
7,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male
2,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
10,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male
5,Labrador Retriever Mix,,Cream,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Buff,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Buff,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Tan,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male
12,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Neutered,Male
36,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male
60,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male
60,Labrador Retriever Mix,,Tan,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male
72,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
36,Labrador Retriever Mix,,White/Brown,Transfer,Negative,Neutered,Male
60,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
72,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male
60,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
48,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
84,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
36,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Chocolate/Tan,Transfer,Negative,Neutered,Male
36,Labrador Retriever Mix,,White,Transfer,Negative,Neutered,Male
72,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
60,Labrador Retriever Mix,,Tan,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
36,Labrador Retriever Mix,,Yellow/White,Transfer,Negative,Neutered,Male
72,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male
84,Labrador Retriever Mix,,Red,Transfer,Negative,Neutered,Male
120,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male
48,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
60,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
120,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male
36,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Yellow/White,Transfer,Negative,Neutered,Male
108,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Chocolate/White,Transfer,Negative,Neutered,Male
96,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male
180,Labrador Retriever Mix,,Tan,Transfer,Negative,Neutered,Male
120,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
60,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Red/White,Transfer,Negative,Neutered,Male
36,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Neutered,Male
48,Labrador Retriever Mix,,White,Transfer,Negative,Neutered,Male
60,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
72,Labrador Retriever Mix,,Tan,Transfer,Negative,Neutered,Male
72,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male
120,Labrador Retriever Mix,,Tan,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Neutered,Male
84,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
24,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
72,Labrador Retriever Mix,,Black Brindle/White,Transfer,Negative,Neutered,Male
84,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male
72,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male
5,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
5,Labrador Retriever Mix,,Red,Transfer,Negative,Spayed,Female
5,Labrador Retriever Mix,,Tan,Transfer,Negative,Spayed,Female
8,Labrador Retriever Mix,,Brown,Transfer,Negative,Spayed,Female
5,Labrador Retriever Mix,,Cream,Transfer,Negative,Spayed,Female
2,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
6,Labrador Retriever Mix,,White/Brown,Transfer,Negative,Spayed,Female
6,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Spayed,Female
5,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Spayed,Female
3,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
2,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
5,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
2,Labrador Retriever Mix,,Yellow,Transfer,Negative,Spayed,Female
10,Labrador Retriever Mix,,Tan,Transfer,Negative,Spayed,Female
10,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
8,Labrador Retriever Mix,,Brown,Transfer,Negative,Spayed,Female
4,Labrador Retriever Mix,,Brown,Transfer,Negative,Spayed,Female
7,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
6,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
7,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Spayed,Female
4,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
5,Labrador Retriever Mix,,Tan,Transfer,Negative,Spayed,Female
8,Labrador Retriever Mix,,Brown,Transfer,Negative,Spayed,Female
4,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
7,Labrador Retriever Mix,,Buff,Transfer,Negative,Spayed,Female
6,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
11,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
12,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Spayed,Female
12,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
12,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
12,Labrador Retriever Mix,,Yellow/White,Transfer,Negative,Spayed,Female
12,Labrador Retriever Mix,,Yellow,Transfer,Negative,Spayed,Female
12,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
12,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
12,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
12,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
12,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
36,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
60,Labrador Retriever Mix,,White,Transfer,Negative,Spayed,Female
36,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
120,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
84,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
60,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
24,Labrador Retriever Mix,,White,Transfer,Negative,Spayed,Female
60,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
120,Labrador Retriever Mix,,Red/Black,Transfer,Negative,Spayed,Female
24,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
60,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Spayed,Female
24,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
36,Labrador Retriever Mix,,Red,Transfer,Negative,Spayed,Female
108,Labrador Retriever Mix,,Yellow/White,Transfer,Negative,Spayed,Female
24,Labrador Retriever Mix,,Buff,Transfer,Negative,Spayed,Female
60,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
60,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
24,Labrador Retriever Mix,,Yellow,Transfer,Negative,Spayed,Female
36,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
132,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Spayed,Female
24,Labrador Retriever Mix,,Red,Transfer,Negative,Spayed,Female
84,Labrador Retriever Mix,,Red/White,Transfer,Negative,Spayed,Female
96,Labrador Retriever Mix,,Buff,Transfer,Negative,Spayed,Female
72,Labrador Retriever Mix,,Brown/Black,Transfer,Negative,Spayed,Female
60,Labrador Retriever Mix,,Tan,Transfer,Negative,Spayed,Female
48,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female
24,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
36,Labrador Retriever Mix,,Brown/White,Transfer,Negative,Spayed,Female
36,Labrador Retriever Mix,,Yellow,Transfer,Negative,Spayed,Female
24,Labrador Retriever Mix,,Yellow,Transfer,Negative,Spayed,Female
24,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Spayed,Female
72,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Spayed,Female
36,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
24,Labrador Retriever Mix,,White/Brown,Transfer,Negative,Spayed,Female
48,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female
24,Labrador Retriever Mix,,Buff,Transfer,Negative,Spayed,Female
2,Labrador Retriever,,White,Transfer,Negative,Intact,Female
1,Labrador Retriever,,Black,Transfer,Negative,Intact,Female
12,Labrador Retriever,,Buff/Tan,Transfer,Negative,Intact,Male
24,Labrador Retriever,,Cream,Transfer,Negative,Intact,Female
24,Labrador Retriever,,Chocolate,Transfer,Negative,Intact,Male
4,Labrador Retriever,,Black,Transfer,Negative,Neutered,Male
7,Labrador Retriever,,Yellow,Transfer,Negative,Neutered,Male
12,Labrador Retriever,,Yellow,Transfer,Negative,Neutered,Male
12,Labrador Retriever,,Chocolate,Transfer,Negative,Neutered,Male
36,Labrador Retriever,,Chocolate,Transfer,Negative,Neutered,Male
60,Labrador Retriever,,Buff/Tan,Transfer,Negative,Neutered,Male
96,Labrador Retriever,,Chocolate,Transfer,Negative,Neutered,Male
24,Labrador Retriever,,Black,Transfer,Negative,Neutered,Male
2,Labrador Retriever,,Black,Transfer,Negative,Spayed,Female
24,Labrador Retriever,,Black,Transfer,Negative,Spayed,Female
36,Labrador Retriever,,Black,Transfer,Negative,Spayed,Female
60,Labrador Retriever,,Chocolate,Transfer,Negative,Spayed,Female
84,Labrador Retriever,,Black,Transfer,Negative,Spayed,Female
7,Kuvasz,Labrador Retriever,White,Transfer,Negative,Neutered,Male
1,Keeshond Mix,,Sable/White,Transfer,Negative,Spayed,Female
48,Jindo Mix,,Tan/White,Transfer,Negative,Spayed,Female
12,Japanese Chin Mix,,White/Black,Transfer,Negative,Intact,Female
60,Japanese Chin,,White/Tan,Transfer,Negative,Intact,Female
36,Jack Russell Terrier,Shih Tzu,White/Brown,Transfer,Negative,Intact,Male
12,Jack Russell Terrier,Shih Tzu,Gray/White,Transfer,Negative,Neutered,Male
24,Jack Russell Terrier,Rat Terrier,White/Tan,Transfer,Negative,Neutered,Male
24,Jack Russell Terrier,Pug,Brown/White,Transfer,Negative,Intact,Male
12,Jack Russell Terrier,Pit Bull,White/Brown,Transfer,Negative,Neutered,Male
5,Jack Russell Terrier,Papillon,White/Tricolor,Transfer,Negative,Intact,Male
6,Jack Russell Terrier,Miniature Poodle,White,Transfer,Negative,Neutered,Male
24,Jack Russell Terrier,Dachshund,Black/Brown,Transfer,Negative,Spayed,Female
96,Jack Russell Terrier,Chihuahua Shorthair,Black/White,Transfer,Negative,Spayed,Female
24,Jack Russell Terrier,Cairn Terrier,Tan,Transfer,Negative,Spayed,Female
11,Jack Russell Terrier,Australian Cattle Dog,White/Black,Transfer,Negative,Intact,Female
48,Jack Russell Terrier,Australian Cattle Dog,White/Black,Transfer,Negative,Spayed,Female
1,Jack Russell Terrier Mix,,Black/Tan,Transfer,Negative,Intact,Male
1,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Intact,Female
1,Jack Russell Terrier Mix,,White/Brown,Transfer,Negative,Intact,Male
1,Jack Russell Terrier Mix,,Sable,Transfer,Negative,Intact,Male
4,Jack Russell Terrier Mix,,White/Brown,Transfer,Negative,Intact,Male
4,Jack Russell Terrier Mix,,Tan,Transfer,Negative,Intact,Female
3,Jack Russell Terrier Mix,,Brown/White,Transfer,Negative,Intact,Male
2,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Intact,Male
3,Jack Russell Terrier Mix,,White/Liver,Transfer,Negative,Intact,Female
3,Jack Russell Terrier Mix,,Liver/White,Transfer,Negative,Intact,Female
3,Jack Russell Terrier Mix,,Chocolate,Transfer,Negative,Intact,Female
2,Jack Russell Terrier Mix,,White,Transfer,Negative,Intact,Female
11,Jack Russell Terrier Mix,,White/Black,Transfer,Negative,Intact,Female
1,Jack Russell Terrier Mix,,White/Black,Transfer,Negative,Intact,Male
12,Jack Russell Terrier Mix,,White/Tan,Transfer,Negative,Intact,Male
96,Jack Russell Terrier Mix,,White/Brown,Transfer,Negative,Intact,Male
24,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Intact,Male
6,Jack Russell Terrier Mix,,Black/White,Transfer,Negative,Neutered,Male
11,Jack Russell Terrier Mix,,White/Tan,Transfer,Negative,Neutered,Male
6,Jack Russell Terrier Mix,,Black/White,Transfer,Negative,Neutered,Male
12,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Neutered,Male
36,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Neutered,Male
36,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Neutered,Male
60,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Neutered,Male
144,Jack Russell Terrier Mix,,White/Black,Transfer,Negative,Neutered,Male
96,Jack Russell Terrier Mix,,Brown/White,Transfer,Negative,Neutered,Male
120,Jack Russell Terrier Mix,,White/Black,Transfer,Negative,Neutered,Male
24,Jack Russell Terrier Mix,,Tan/White,Transfer,Negative,Neutered,Male
24,Jack Russell Terrier Mix,,White/Tan,Transfer,Negative,Neutered,Male
3,Jack Russell Terrier Mix,,White/Brown,Transfer,Negative,Spayed,Female
12,Jack Russell Terrier Mix,,White/Black,Transfer,Negative,Spayed,Female
12,Jack Russell Terrier Mix,,Red/White,Transfer,Negative,Spayed,Female
12,Jack Russell Terrier Mix,,White/Tan,Transfer,Negative,Spayed,Female
36,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Spayed,Female
24,Jack Russell Terrier Mix,,Black/White,Transfer,Negative,Spayed,Female
48,Jack Russell Terrier Mix,,White,Transfer,Negative,Spayed,Female
24,Jack Russell Terrier Mix,,Tan/White,Transfer,Negative,Spayed,Female
4,Jack Russell Terrier,,White/Tan,Transfer,Negative,Intact,Male
48,Jack Russell Terrier,,White/Tan,Transfer,Negative,Neutered,Male
12,Italian Greyhound Mix,,White/Orange,Transfer,Negative,Intact,Female
108,Italian Greyhound Mix,,Gray,Transfer,Negative,Neutered,Male
84,Italian Greyhound Mix,,Tricolor,Transfer,Negative,Spayed,Female
96,Italian Greyhound,,Black/White,Transfer,Negative,Neutered,Male
36,Irish Wolfhound,Great Pyrenees,White,Transfer,Negative,Neutered,Male
10,Irish Wolfhound,Australian Shepherd,Brown,Transfer,Negative,Neutered,Male
3,Irish Terrier Mix,,Red,Transfer,Negative,Intact,Male
12,Irish Terrier Mix,,Black/Tan,Transfer,Negative,Spayed,Female
1,Irish Setter,Pit Bull,Brown/White,Transfer,Negative,Intact,Male
1,Irish Setter,Pit Bull,Brown/Black,Transfer,Negative,Intact,Male
1,Irish Setter,Pit Bull,Black/White,Transfer,Negative,Intact,Female
36,Havanese Mix,,White/Gray,Transfer,Negative,Intact,Female
11,Havanese Mix,,Black/White,Transfer,Negative,Spayed,Female
24,Havanese Mix,,White,Transfer,Negative,Spayed,Female
24,Havanese,,White/Blue,Transfer,Negative,Neutered,Male
6,Harrier,Labrador Retriever,Yellow/White,Transfer,Negative,Spayed,Female
12,Harrier,Catahoula,Tan/White,Transfer,Negative,Spayed,Female
6,Harrier Mix,,White/Brown,Transfer,Negative,Neutered,Male
24,Harrier Mix,,Red/White,Transfer,Negative,Neutered,Male
24,Harrier Mix,,Tricolor,Transfer,Negative,Spayed,Female
12,Harrier,,Tricolor,Transfer,Negative,Neutered,Male
2,Greyhound,,Fawn/White,Transfer,Negative,Intact,Male
4,Greyhound,,Tan/White,Transfer,Negative,Intact,Male
48,Greyhound,,Black/White,Transfer,Negative,Intact,Male
48,Greyhound,,Fawn,Transfer,Negative,Intact,Female
72,Greyhound,,Brown Brindle/White,Transfer,Negative,Intact,Male
48,Greyhound,,Tan/Black,Transfer,Negative,Intact,Female
48,Greyhound,,Black/White,Transfer,Negative,Intact,Male
36,Greater Swiss Mountain Dog Mix,,Tricolor,Transfer,Negative,Intact,Male
84,Great Pyrenees,Standard Poodle,White,Transfer,Negative,Spayed,Female
24,Great Pyrenees,Siberian Husky,Yellow,Transfer,Negative,Spayed,Female
12,Great Pyrenees,Pointer,White/Orange,Transfer,Negative,Neutered,Male
