CSV_Age,Day_mth_year_cat,Pet_ageMonths,AnimalID,AnimalType,Breed,Color,DateTime,ID,Pet_Name,Outcome_Subtype,Outcome_Type,Pet_Sex
5,years,60.00,A605420,Dog,Chihuahua Shorthair Mix,Red,9/4/2015 16:56,,Lucy,,Adoption,Spayed Female
5,years,60.00,A711848,Dog,Chihuahua Shorthair Mix,Black/White,18/9/2015 15:11,,Foxy,,Return_to_owner,Spayed Female
3,years,36.00,A690544,Dog,Chihuahua Shorthair Mix,Tan,30/10/2014 14:05,,Esmerelda,Partner,Transfer,Spayed Female
10,years,120.00,A670226,Dog,Border Collie Mix,Black,11/1/2014 13:34,,Angel,Partner,Transfer,Intact Female
4,years,48.00,A681728,Dog,American Staffordshire Terrier Mix,Black/White,19/10/2014 18:20,,Byron,,Adoption,Neutered Male
18,years,216.00,A666715,Dog,Chihuahua Shorthair Mix,Yellow,7/11/2013 12:35,,Chica,,Return_to_owner,Spayed Female
8,years,96.00,A700247,Dog,Labrador Retriever Mix,Yellow,10/4/2015 16:32,,Murphy,,Return_to_owner,Neutered Male
3,years,36.00,A707479,Dog,Chihuahua Shorthair,Brown,30/7/2015 13:27,,Butters,Partner,Transfer,Neutered Male
8,years,96.00,A693942,Dog,Labrador Retriever/Australian Cattle Dog,Red,5/7/2015 11:24,,William,,Adoption,Neutered Male
3,years,36.00,A691617,Dog,Mastiff Mix,Sable,11/12/2014 18:46,,Donny,,Adoption,Neutered Male
2,years,24.00,A669802,Dog,Australian Kelpie/Pit Bull,Red/White,16/2/2014 12:33,,Lola,Partner,Transfer,Spayed Female
9,years,108.00,A529890,Dog,Pit Bull,Blue/White,6/10/2013 16:06,,Vegas,Aggressive,Euthanasia,Intact Male
3,years,36.00,A704423,Dog,Border Collie Mix,Black/White,3/8/2015 0:00,,Max,Partner,Transfer,Neutered Male
3,years,36.00,A689194,Dog,Labrador Retriever Mix,White/Brown,14/10/2014 15:20,,Nimby,Aggressive,Euthanasia,Intact Male
4,years,48.00,A611929,Dog,Pit Bull Mix,Blue/White,22/2/2014 17:16,,Bam Bam,Aggressive,Euthanasia,Intact Male
2,years,24.00,A674012,Dog,Australian Cattle Dog,Blue Merle,13/3/2014 18:14,,Bill,,Adoption,Neutered Male
9,years,108.00,A362137,Dog,Keeshond Mix,Brown/Black,1/1/2014 7:39,,Darcy,Foster,Adoption,Spayed Female
8,years,96.00,A715288,Dog,Dachshund Wirehair Mix,Sable/White,8/11/2015 18:47,,,,Adoption,Spayed Female
2,years,24.00,A695680,Dog,Great Pyrenees Mix,White,27/1/2015 17:15,,Calvin,,Adoption,Neutered Male
8,years,96.00,A698248,Dog,Labrador Retriever Mix,Brown,1/11/2015 13:39,,Chalmers,,Return_to_owner,Neutered Male
2,years,24.00,A660562,Dog,American Staffordshire Terrier Mix,Brown Brindle/White,11/1/2014 14:52,,Hotpocket,,Return_to_owner,Intact Female
8,years,96.00,A696945,Dog,Border Collie/Labrador Retriever,Black/White,12/4/2015 16:32,,Ms. Boe,Partner,Transfer,Spayed Female
2,years,24.00,A680300,Dog,Alaskan Malamute Mix,Black/Tan,11/6/2014 17:50,,Titan,,Adoption,Neutered Male
2,years,24.00,A682018,Dog,Dachshund Wirehair/Chihuahua Longhair,Tan,17/7/2014 8:18,,Princessa,,Adoption,Intact Female
6,years,72.00,A663684,Dog,Siberian Husky Mix,White/Tan,13/11/2014 18:43,,Asher,,Adoption,Neutered Male
3,years,36.00,A677786,Dog,Boxer Mix,Brown Brindle/White,14/5/2014 17:12,,Potter,Behavior,Euthanasia,Neutered Male
2,years,24.00,A700644,Dog,Pit Bull Mix,Tricolor,21/4/2015 18:23,,,,Adoption,Neutered Male
8,years,96.00,A706918,Dog,English Springer Spaniel,White/Liver,5/7/2015 15:13,,Belle,,Return_to_owner,Spayed Female
10,years,120.00,A704325,Dog,American Staffordshire Terrier Mix,Brown Brindle,5/6/2015 12:08,,Avalak,,Return_to_owner,Intact Male
8,years,96.00,A574020,Dog,Smooth Fox Terrier Mix,Tricolor,26/10/2013 17:27,,Petey,,Adoption,Neutered Male
5,years,60.00,A693870,Dog,Australian Shepherd/Australian Cattle Dog,Brown/Tan,16/12/2014 11:01,,,Suffering,Euthanasia,Intact Male
2,years,24.00,A655092,Dog,Flat Coat Retriever Mix,Black,1/1/2014 12:50,,Smiley,,Adoption,Spayed Female
6,years,72.00,A591500,Dog,Pit Bull Mix,White/Brown,22/4/2015 11:22,,Roxie,,Return_to_owner,Spayed Female
5,years,60.00,A711707,Dog,Pit Bull/Labrador Retriever,Black/White,13/9/2015 9:09,,Mojo,Rabies Risk,Euthanasia,Neutered Male
6,years,72.00,A718519,Dog,Chihuahua Shorthair Mix,Fawn/White,5/1/2016 16:52,,Socks,,Return_to_owner,Neutered Male
3,years,36.00,A669295,Dog,Labrador Retriever Mix,Brown,4/4/2014 18:37,,Niko,,Adoption,Neutered Male
3,years,36.00,A684268,Dog,Great Dane/Mastiff,Black/White,1/1/2015 11:05,,Groot,,Adoption,Neutered Male
4,years,48.00,A634176,Dog,Labrador Retriever/Beagle,Tan/White,17/5/2015 14:33,,Daisy,,Return_to_owner,Spayed Female
2,years,24.00,A718205,Dog,Dachshund/Chihuahua Shorthair,White/Black,1/1/2016 15:41,,Lou,Partner,Transfer,Neutered Male
3,years,36.00,A626809,Dog,Cavalier Span Mix,White/Brown,5/10/2013 11:38,,Princess,,Return_to_owner,Spayed Female
7,years,84.00,A647148,Dog,Chihuahua Shorthair Mix,Tan,28/10/2013 17:37,,Pugsly,Partner,Transfer,Neutered Male
6,years,72.00,A500862,Dog,Silky Terrier Mix,White,30/10/2013 14:02,,Doggie,,Return_to_owner,Spayed Female
3,years,36.00,A702867,Dog,Miniature Poodle Mix,White,21/5/2015 11:24,,Mia,,Return_to_owner,Spayed Female
3,years,36.00,A698667,Dog,Pit Bull Mix,White/Brown,16/3/2015 14:08,,Don,,Return_to_owner,Neutered Male
2,years,24.00,A708712,Dog,Labrador Retriever Mix,Yellow,30/7/2015 19:16,,Biscuit,,Return_to_owner,Neutered Male
4,years,48.00,A693325,Dog,Australian Shepherd/Boxer,Brown Brindle/White,19/1/2015 16:53,,Sheila,Partner,Transfer,Spayed Female
7,years,84.00,A649300,Dog,Staffordshire Mix,Blue/White,30/5/2015 13:18,,M.J.,,Adoption,Spayed Female
2,years,24.00,A682550,Dog,Labrador Retriever Mix,Chocolate,30/8/2014 11:42,,Booboo,,Return_to_owner,Neutered Male
4,years,48.00,A700196,Dog,Pit Bull Mix,Blue/White,21/4/2015 16:32,,Cookie,Aggressive,Euthanasia,Spayed Female
2,years,24.00,A673537,Dog,Pit Bull Mix,Blue/White,9/3/2014 16:33,,Pharaoh,Partner,Transfer,Neutered Male
2,years,24.00,A688291,Dog,Chihuahua Shorthair Mix,Brown,26/9/2014 18:37,,Chico,,Return_to_owner,Neutered Male
5,years,60.00,A643991,Dog,Dachshund Mix,Brown/Black,28/10/2013 12:59,,Roxie,Partner,Transfer,Spayed Female
8,years,96.00,A697056,Dog,Pekingese,Buff,20/2/2015 14:24,,Harley,Partner,Transfer,Neutered Male
2,years,24.00,A684070,Dog,Maltese Mix,White,22/7/2014 17:20,,Mico,,Return_to_owner,Neutered Male
4,years,48.00,A671553,Dog,Flat Coat Retriever Mix,Black,28/1/2014 12:51,,Emo,,Return_to_owner,Neutered Male
3,years,36.00,A694279,Dog,Boxer Mix,Brown,26/12/2014 16:12,,Sage,,Return_to_owner,Spayed Female
4,years,48.00,A675620,Dog,Golden Retriever/Chow Chow,Red,18/4/2014 12:49,,Phyllis,,Adoption,Spayed Female
4,years,48.00,A704783,Dog,Chow Chow Mix,Tan/Tan,19/6/2015 12:55,,Leo,Partner,Transfer,Neutered Male
3,years,36.00,A711570,Dog,American Bulldog/Great Pyrenees,White,15/9/2015 11:27,,Jasper,Partner,Transfer,Neutered Male
2,years,24.00,A622128,Dog,Boxer Mix,Brown Brindle/White,23/5/2014 15:00,,Ginger,Foster,Adoption,Spayed Female
2,years,24.00,A691204,Dog,American Bulldog Mix,Brown Brindle/White,28/11/2014 11:12,,Bluto,Partner,Transfer,Neutered Male
2,years,24.00,A679529,Dog,American Staffordshire Terrier Mix,Black/White,29/5/2014 12:55,,,Aggressive,Euthanasia,Intact Male
2,years,24.00,A706744,Dog,Chihuahua Shorthair Mix,White/Buff,10/7/2015 14:04,,Wambach,Partner,Transfer,Intact Male
14,years,168.00,A670301,Dog,Labrador Retriever Mix,Black,5/1/2014 16:43,,Sedona,,Return_to_owner,Spayed Female
2,years,24.00,A720661,Dog,Labrador Retriever Mix,Tricolor,14/2/2016 18:07,,Charlie,,Return_to_owner,Spayed Female
12,years,144.00,A671491,Dog,Golden Retriever,Buff,3/2/2014 15:56,,Sabrina,,Return_to_owner,Spayed Female
15,years,180.00,A696757,Dog,Miniature Poodle Mix,Black/Gray,11/2/2015 17:24,,Midnight,,Return_to_owner,Intact Male
4,years,48.00,A659526,Dog,Catahoula/Bulldog,Brown Brindle/White,7/2/2015 11:18,,Vegas,,Return_to_owner,Neutered Male
7,years,84.00,A643742,Dog,St. Bernard Rough Coat/Labrador Retriever,Black/Brown Brindle,28/2/2014 11:02,,Smokey,Partner,Transfer,Neutered Male
4,years,48.00,A694505,Dog,Boxer,Brown Brindle,30/12/2014 11:20,,Loki,,Return_to_owner,Neutered Male
5,years,60.00,A693195,Dog,Miniature Poodle Mix,White,7/12/2014 13:08,,Leia,,Adoption,Intact Female
5,years,60.00,A675935,Dog,Boxer Mix,Brown Brindle/White,3/4/2014 14:16,,Kane,Medical,Euthanasia,Intact Male
4,years,48.00,A618412,Dog,Chihuahua Shorthair Mix,Brown,6/5/2015 16:25,,Little Bit,,Return_to_owner,Neutered Male
10,years,120.00,A678636,Dog,German Shepherd Mix,Brown/Black,11/5/2014 14:52,,Chip,,Return_to_owner,Neutered Male
2,years,24.00,A714295,Dog,Rat Terrier Mix,White/Brown,25/10/2015 19:05,,Chief,,Adoption,Neutered Male
2,years,24.00,A689099,Dog,Boxer Mix,White/Brown,1/11/2014 15:16,,Cherry,Rabies Risk,Euthanasia,Spayed Female
2,years,24.00,A700423,Dog,Boxer,Brown Brindle/White,28/4/2015 15:39,,Tyson,,Adoption,Neutered Male
5,years,60.00,A702784,Dog,Chihuahua Longhair Mix,Black,22/5/2015 18:08,,Jugete,,Adoption,Neutered Male
3,years,36.00,A697092,Dog,Labrador Retriever Mix,Chocolate,20/2/2015 8:43,,Rocky,Aggressive,Euthanasia,Neutered Male
9,years,108.00,A684400,Dog,Doberman Pinsch,Red/Tan,23/7/2014 14:05,,Riley,Suffering,Euthanasia,Neutered Male
4,years,48.00,A692603,Dog,Pit Bull Mix,Fawn/White,10/12/2014 14:38,,Crook,,Return_to_owner,Neutered Male
4,years,48.00,A586665,Dog,Pit Bull Mix,White/Chocolate,2/3/2014 16:03,,Pichin,Aggressive,Euthanasia,Neutered Male
4,years,48.00,A618771,Dog,Cavalier Span Mix,Black,6/6/2014 12:28,,Prieto,Partner,Transfer,Neutered Male
2,years,24.00,A691385,Dog,Border Collie Mix,White/Black,4/11/2014 16:30,,Spirit,,Return_to_owner,Spayed Female
4,years,48.00,A702886,Dog,Labrador Retriever Mix,Black/White,31/5/2015 16:31,,Sabra,,Adoption,Spayed Female
2,years,24.00,A681642,Dog,Chihuahua Shorthair Mix,Chocolate/White,3/9/2014 13:23,,Honey,,Adoption,Spayed Female
7,years,84.00,A667188,Dog,Labrador Retriever/Chow Chow,Red/Black,21/12/2013 14:03,,Ava,,Adoption,Spayed Female
7,years,84.00,A669871,Dog,Irish Wolfhound Mix,White,4/1/2014 15:04,,Elsa,,Adoption,Spayed Female
4,years,48.00,A694357,Dog,Pit Bull Mix,Blue/Black,14/1/2015 16:33,,Achilles,Aggressive,Euthanasia,Neutered Male
3,years,36.00,A679396,Dog,Pit Bull Mix,Chocolate/White,24/5/2014 10:27,,Blitz,Aggressive,Euthanasia,Neutered Male
7,years,84.00,A685113,Dog,Chihuahua Shorthair Mix,Brown,5/8/2014 18:46,,Lucky,,Return_to_owner,Neutered Male
11,years,132.00,A703156,Dog,Labrador Retriever Mix,Black,21/5/2015 12:39,,Kahlua,,Return_to_owner,Spayed Female
12,years,144.00,A660623,Dog,Beagle Mix,Tricolor,17/2/2014 11:37,,Lucy,Partner,Transfer,Spayed Female
4,years,48.00,A699978,Dog,Shih Tzu Mix,White/Black,13/4/2015 11:55,,,Partner,Transfer,Spayed Female
2,years,24.00,A713844,Dog,Pit Bull Mix,Blue/White,14/11/2015 15:42,,Milton,,Return_to_owner,Neutered Male
6,years,72.00,A565044,Dog,Boxer Mix,Brown Brindle,23/7/2015 14:30,,Bailey,,Adoption,Spayed Female
5,years,60.00,A680965,Dog,Chihuahua Shorthair Mix,Sable/Tan,10/6/2014 19:09,,Taco,,Return_to_owner,Neutered Male
4,years,48.00,A699550,Dog,Rottweiler,Black/Brown,11/6/2015 17:18,,Simba,,Adoption,Neutered Male
2,years,24.00,A699496,Dog,Manchester Terrier Mix,Brown Brindle,6/4/2015 17:29,,Kaiser,,Adoption,Neutered Male
8,years,96.00,A701873,Dog,Chihuahua Shorthair Mix,Tan,10/5/2015 16:08,,Chiquita,Partner,Transfer,Spayed Female
3,years,36.00,A702481,Dog,Australian Shepherd Mix,Brown/White,29/12/2015 15:02,,Winnie,,Return_to_owner,Spayed Female
5,years,60.00,A673256,Dog,Chihuahua Shorthair/Pug,Brown/Black,12/3/2014 17:50,,Lestat,Partner,Transfer,Neutered Male
3,years,36.00,A701345,Dog,Labrador Retriever Mix,Black/White,4/5/2015 13:35,,,Aggressive,Euthanasia,Intact Female
6,years,72.00,A700373,Dog,Saluki,Brown Brindle/White,16/4/2015 11:18,,Felix,Partner,Transfer,Neutered Male
10,years,120.00,A677004,Dog,Chihuahua Shorthair Mix,Black/Brown,1/3/2015 16:00,,Fanniemae,,Adoption,Spayed Female
6,years,72.00,A668752,Dog,Cairn Terrier Mix,Tan,10/12/2013 16:35,,Toby,,Adoption,Neutered Male
10,years,120.00,A710503,Dog,Rat Terrier/Boston Terrier,White/Black,24/8/2015 16:10,,Roxy,,Return_to_owner,Intact Female
2,years,24.00,A678985,Dog,Labrador Retriever/Pit Bull,Chocolate,19/5/2014 12:36,,,Partner,Transfer,Neutered Male
4,years,48.00,A689369,Dog,Pit Bull Mix,Red/White,29/11/2014 17:59,,Elmer,Partner,Transfer,Neutered Male
2,years,24.00,A696767,Dog,Cocker Spaniel Mix,Black/White,13/2/2015 17:49,,Oreo,,Return_to_owner,Spayed Female
10,years,120.00,A427100,Dog,Cardigan Welsh Corgi Mix,Tricolor,2/2/2016 16:31,,Penny Lane,,Return_to_owner,Spayed Female
6,years,72.00,A693698,Dog,English Shepherd Mix,Tricolor,23/12/2014 13:04,,Lola,,Adoption,Spayed Female
8,years,96.00,A688820,Dog,Australian Cattle Dog Mix,Red Tick/White,24/9/2014 16:36,,Freckles,Aggressive,Euthanasia,Intact Female
2,years,24.00,A693722,Dog,Pit Bull Mix,Black/White,19/1/2015 16:58,,Panda,,Adoption,Spayed Female
15,years,180.00,A691913,Dog,Australian Cattle Dog Mix,Blue Merle,12/11/2014 11:57,,Rajun,,Return_to_owner,Spayed Female
7,years,84.00,A535375,Dog,Boxer,Brown/White,29/1/2015 18:20,,Coco,,Return_to_owner,Spayed Female
2,years,24.00,A677102,Dog,Pit Bull Mix,Tan/White,27/5/2014 13:49,,Pippa,Partner,Transfer,Spayed Female
3,years,36.00,A679346,Dog,Pit Bull Mix,Blue/Tan,3/9/2014 13:32,,Houston,,Return_to_owner,Neutered Male
2,years,24.00,A712346,Dog,Siberian Husky/German Shepherd,Black/White,22/9/2015 18:48,,Cane,,Return_to_owner,Neutered Male
4,years,48.00,A718615,Dog,Chihuahua Shorthair Mix,Gold,8/1/2016 16:50,,,Partner,Transfer,Neutered Male
2,years,24.00,A696498,Dog,Pointer/Australian Cattle Dog,White/Black,26/5/2015 11:53,,Oreo,Partner,Transfer,Neutered Male
5,years,60.00,A713707,Dog,Beagle Mix,Tricolor,13/10/2015 16:56,,,,Return_to_owner,Spayed Female
3,years,36.00,A689786,Dog,Pit Bull Mix,Black/White,12/12/2014 16:39,,Chansy,,Return_to_owner,Neutered Male
10,years,120.00,A679805,Dog,Pug Mix,Sable/Tan,28/5/2014 16:17,,Bentley,,Return_to_owner,Neutered Male
2,years,24.00,A718678,Dog,Chihuahua Shorthair Mix,Brown,9/1/2016 18:23,,Heinz,,Adoption,Neutered Male
3,years,36.00,A673340,Dog,Chihuahua Shorthair Mix,Black/White,28/2/2014 14:41,,Olive,,Adoption,Spayed Female
2,years,24.00,A702453,Dog,Australian Cattle Dog Mix,White/Brown,26/5/2015 13:28,,Aubry,,Adoption,Spayed Female
5,years,60.00,A692429,Dog,Labrador Retriever Mix,Yellow,24/11/2014 17:27,,Maggie,,Return_to_owner,Spayed Female
3,years,36.00,A673369,Dog,Yorkshire Terrier/Parson Russell Terrier,Blue/Tan,1/3/2014 17:24,,Titus,,Adoption,Neutered Male
8,years,96.00,A704357,Dog,Beagle Mix,White/Brown,4/6/2015 14:14,,Bauer,,Return_to_owner,Neutered Male
3,years,36.00,A650431,Dog,Pit Bull Mix,Blue,6/6/2014 16:17,,Mia,,Return_to_owner,Spayed Female
2,years,24.00,A696842,Dog,German Shepherd Mix,Black,13/2/2015 13:02,,Chuco,,Return_to_owner,Intact Male
3,years,36.00,A705760,Dog,Pit Bull Mix,Brown,2/7/2015 17:44,,Cali,Partner,Transfer,Intact Female
3,years,36.00,A670921,Dog,Chihuahua Longhair/Cairn Terrier,Tan/Brown,16/1/2014 13:56,,Zoe,,Return_to_owner,Spayed Female
5,years,60.00,A672393,Dog,Miniature Schnauzer/Chihuahua Shorthair,Gray/White,12/2/2014 12:27,,Charlie,,Adoption,Neutered Male
8,years,96.00,A671071,Dog,Shih Tzu,White/Brown,21/1/2014 9:25,,Lonestar,Partner,Transfer,Intact Male
9,years,108.00,A713715,Dog,Dachshund Wirehair/Miniature Poodle,Blue/Tan,7/11/2015 14:20,,Cheyenne,,Adoption,Spayed Female
7,years,84.00,A661782,Dog,Chihuahua Shorthair Mix,Tricolor,10/10/2013 17:11,,Penelope,,Adoption,Spayed Female
3,years,36.00,A704981,Dog,Australian Cattle Dog Mix,Blue Merle,15/6/2015 14:34,,,,Adoption,Neutered Male
2,years,24.00,A719933,Dog,Beagle,Tricolor,31/1/2016 16:15,,Bella,,Return_to_owner,Intact Female
9,years,108.00,A703238,Dog,Labrador Retriever Mix,Yellow,24/5/2015 12:24,,,Partner,Transfer,Neutered Male
5,years,60.00,A684919,Dog,Pit Bull/German Shepherd,Sable/White,7/9/2014 15:14,,Poptart,,Adoption,Spayed Female
3,years,36.00,A716803,Dog,Great Pyrenees Mix,White/Buff,25/11/2015 15:00,,Scooter,,Return_to_owner,Neutered Male
3,years,36.00,A603534,Dog,Labrador Retriever Mix,Black/White,15/7/2014 17:38,,Shadow,,Return_to_owner,Spayed Female
6,years,72.00,A578318,Dog,German Shepherd Mix,Brown/Black,24/3/2015 14:57,,Hamilton,,Return_to_owner,Neutered Male
8,years,96.00,A683108,Dog,Australian Cattle Dog/Akita,Brown/White,10/9/2015 12:02,,Clyde,,Return_to_owner,Neutered Male
2,years,24.00,A698758,Dog,Labrador Retriever/Border Collie,Black,21/4/2015 19:25,,Tippy,,Adoption,Spayed Female
6,years,72.00,A686334,Dog,Pit Bull Mix,Brown/White,31/8/2014 16:18,,Kane,,Return_to_owner,Neutered Male
2,years,24.00,A706979,Dog,American Bulldog/Mastiff,Black/White,13/7/2015 12:42,,Oso,,Return_to_owner,Intact Male
5,years,60.00,A622978,Dog,Pit Bull Mix,White/Black,3/6/2014 18:54,,Sugar,Aggressive,Euthanasia,Spayed Female
2,years,24.00,A705275,Dog,German Shepherd,Sable,26/6/2015 11:02,,Landen,,Return_to_owner,Neutered Male
4,years,48.00,A696203,Dog,Yorkshire Terrier/Cairn Terrier,Brown/Black,20/2/2015 18:52,,Aideen,,Adoption,Spayed Female
2,years,24.00,A717313,Dog,Pharaoh Hound/Border Collie,Black/White,19/12/2015 17:51,,Sophie,,Adoption,Spayed Female
2,years,24.00,A714139,Dog,Standard Schnauzer Mix,Gray,21/10/2015 11:20,,Jesse,,Return_to_owner,Spayed Female
3,years,36.00,A719621,Dog,Pit Bull Mix,Chocolate/White,26/1/2016 11:49,,Koby,,Return_to_owner,Intact Male
2,years,24.00,A672507,Dog,Pomeranian Mix,Cream/Black,15/2/2014 18:52,,Astro,,Return_to_owner,Neutered Male
13,years,156.00,A707937,Dog,Chihuahua Shorthair Mix,Black/Brown,25/7/2015 11:31,,Blackie,,Adoption,Neutered Male
5,years,60.00,A611075,Dog,Anatol Shepherd/Great Pyrenees,Tricolor,18/8/2015 17:07,,Girl,,Return_to_owner,Spayed Female
2,years,24.00,A687587,Dog,Miniature Schnauzer Mix,Black/Buff,26/1/2015 14:50,,Loki,,Return_to_owner,Neutered Male
7,years,84.00,A700394,Dog,Plott Hound/Pit Bull,Brown Brindle,24/4/2015 14:39,,Moose,,Return_to_owner,Neutered Male
5,years,60.00,A648915,Dog,Chihuahua Shorthair Mix,Black/Tan,16/1/2014 16:49,,Princess,,Return_to_owner,Spayed Female
9,years,108.00,A677147,Dog,Beagle Mix,White/Tan,20/4/2014 16:21,,Joy,,Return_to_owner,Spayed Female
10,years,120.00,A703202,Dog,Brittany Mix,White/Liver,21/5/2015 16:46,,Taz,,Return_to_owner,Neutered Male
2,years,24.00,A699548,Dog,Pit Bull/Basset Hound,Brown,11/5/2015 15:44,,Lohman,,Adoption,Neutered Male
2,years,24.00,A706947,Dog,Miniature Schnauzer Mix,White,6/7/2015 18:26,,Shinyuu,,Return_to_owner,Neutered Male
6,years,72.00,A668083,Dog,Shih Tzu,White/Gray,30/11/2013 12:21,,Ethel,Partner,Transfer,Spayed Female
15,years,180.00,A720289,Dog,Labrador Retriever Mix,Red/Tan,6/2/2016 14:00,,Loki,,Return_to_owner,Intact Male
5,years,60.00,A667996,Dog,Labrador Retriever,Buff/Tan,3/12/2013 11:07,,Tripp,Partner,Transfer,Neutered Male
4,years,48.00,A679580,Dog,Pug/Chihuahua Shorthair,White/Brown,10/6/2014 16:35,,Chalupa,Partner,Transfer,Spayed Female
5,years,60.00,A710360,Dog,Jack Russell Terrier Mix,White/Brown,24/8/2015 17:59,,Apple,,Return_to_owner,Spayed Female
8,years,96.00,A713999,Dog,Pit Bull Mix,Brown/White,25/10/2015 11:01,,Bones,,Return_to_owner,Neutered Male
3,years,36.00,A715152,Dog,Chihuahua Shorthair Mix,Tan,1/11/2015 11:20,,Chata,,Return_to_owner,Spayed Female
3,years,36.00,A673623,Dog,Chihuahua Shorthair Mix,White/Brown,9/3/2014 12:13,,Shtinker,,Return_to_owner,Spayed Female
6,years,72.00,A699171,Dog,English Coonhound Mix,Black/White,28/4/2015 18:20,,Ben,,Adoption,Neutered Male
3,years,36.00,A686607,Dog,Australian Shepherd Mix,Tricolor,8/9/2014 17:53,,Sophie,,Adoption,Spayed Female
7,years,84.00,A671731,Dog,Cairn Terrier Mix,Tan,9/2/2014 13:54,,Rufus Jenkin,,Adoption,Neutered Male
2,years,24.00,A698493,Dog,Pit Bull Mix,Fawn/White,24/3/2015 17:36,,Canelo,,Return_to_owner,Neutered Male
2,years,24.00,A664934,Dog,Parson Russell Terrier Mix,White/Brown,15/10/2013 17:25,,Seymour,,Return_to_owner,Neutered Male
6,years,72.00,A710251,Dog,Rottweiler Mix,Black/Brown,25/9/2015 17:46,,Arrow,Partner,Transfer,Neutered Male
2,years,24.00,A685785,Dog,Cardigan Welsh Corgi Mix,Tricolor,17/8/2014 18:06,,Baxter,,Adoption,Neutered Male
5,years,60.00,A717366,Dog,Border Terrier Mix,Buff/Black,12/12/2015 17:55,,Lassie,,Return_to_owner,Spayed Female
14,years,168.00,A696883,Dog,Toy Fox Terrier Mix,Buff/White,14/2/2015 17:51,,Lady,,Return_to_owner,Spayed Female
14,years,168.00,A640955,Dog,Chihuahua Shorthair Mix,Brown Brindle/White,30/10/2013 16:32,,Sprinkles,Partner,Transfer,Spayed Female
3,years,36.00,A709294,Dog,Siberian Husky Mix,Red/White,7/8/2015 13:57,,Athena,,Return_to_owner,Intact Female
4,years,48.00,A695932,Dog,Black Mouth Cur Mix,Brown/White,27/1/2015 17:54,,Gypsy,,Return_to_owner,Spayed Female
2,years,24.00,A699048,Dog,Chihuahua Shorthair Mix,Brown/Tan,27/4/2015 18:11,,Chispita,,Adoption,Spayed Female
2,years,24.00,A719643,Dog,Chihuahua Shorthair Mix,Brown/White,4/2/2016 18:43,,Duke,,Return_to_owner,Neutered Male
2,years,24.00,A664497,Dog,Rat Terrier/Australian Cattle Dog,Tricolor,15/10/2013 15:04,,,Partner,Transfer,Intact Female
2,years,24.00,A677882,Dog,Chihuahua Shorthair Mix,Black/Brown,3/5/2014 12:34,,Izzy,,Return_to_owner,Intact Female
2,years,24.00,A677247,Dog,German Shepherd Mix,Black/Brown,30/4/2014 16:55,,Rote,,Return_to_owner,Neutered Male
5,years,60.00,A562220,Dog,Bulldog/Pit Bull,Tan/Black,26/6/2014 14:09,,Scooby,Aggressive,Euthanasia,Neutered Male
9,years,108.00,A430366,Dog,Labrador Retriever Mix,Black,23/6/2015 11:52,,Lucky,,Return_to_owner,Neutered Male
6,years,72.00,A695598,Dog,Chihuahua Shorthair Mix,White/Tan,20/1/2015 16:49,,Princess,,Return_to_owner,Intact Female
4,years,48.00,A700767,Dog,Labrador Retriever/Plott Hound,Brown Brindle/White,20/4/2015 15:07,,Max,,Return_to_owner,Neutered Male
8,years,96.00,A552796,Dog,Pit Bull Mix,Black/White,6/12/2015 16:28,,Jd,,Adoption,Neutered Male
2,years,24.00,A700429,Dog,Chihuahua Shorthair,Brown,27/4/2015 18:00,,Rose,Partner,Transfer,Intact Female
3,years,36.00,A698781,Dog,Labrador Retriever Mix,Tan/White,23/3/2015 13:15,,Sandy,Suffering,Euthanasia,Spayed Female
9,years,108.00,A609632,Dog,Rottweiler Mix,Black/Brown,23/3/2015 18:05,,Minnie Mouse,,Return_to_owner,Intact Female
5,years,60.00,A670092,Dog,Chihuahua Shorthair Mix,Tan/White,2/1/2014 17:53,,,Suffering,Euthanasia,Intact Female
9,years,108.00,A696569,Dog,Bichon Frise,White,8/2/2015 12:21,,Snowy,,Return_to_owner,Neutered Male
2,years,24.00,A696510,Dog,Port Water Dog Mix,Brown,7/2/2015 12:16,,Moxy,,Adoption,Spayed Female
3,years,36.00,A651818,Dog,Australian Cattle Dog Mix,White/Black,14/4/2015 16:17,,Mackenzie,,Return_to_owner,Spayed Female
5,years,60.00,A628086,Dog,Pit Bull Mix,Black/White,14/9/2014 15:25,,Baby,,Return_to_owner,Spayed Female
2,years,24.00,A709204,Dog,Dachshund/Beagle,Black/Brown,10/8/2015 12:06,,Bodhi,,Return_to_owner,Neutered Male
2,years,24.00,A663511,Dog,American Bulldog/Pit Bull,Brown Brindle/White,12/10/2013 12:58,,Bruno,,Adoption,Neutered Male
8,years,96.00,A702578,Dog,Australian Cattle Dog Mix,Black/White,17/5/2015 18:10,,River,,Return_to_owner,Neutered Male
9,years,108.00,A590330,Dog,Australian Cattle Dog Mix,Black/Blue,24/3/2014 12:14,,Donut,,Return_to_owner,Spayed Female
2,years,24.00,A666413,Dog,Cairn Terrier/Chihuahua Shorthair,Tan/White,20/11/2013 14:46,,Chelsie,Foster,Adoption,Spayed Female
2,years,24.00,A684351,Dog,Blue Lacy/Labrador Retriever,Tricolor,28/8/2014 15:32,,Hercules,,Adoption,Neutered Male
