Pet_ageMonths,Breed_primary,Breed_secondary,Color,Outcome_Type,Outcome_Rating,Fixed,Sex,pet_id
0.75,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female,8920
0.5,Labrador Retriever Mix,,Blue Merle/White,Transfer,Negative,Intact,Male,8921
1.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Female,8922
1.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Male,8923
0.5,Labrador Retriever Mix,,Brown Merle,Transfer,Negative,Intact,Female,8924
12.0,Labrador Retriever Mix,,Cream,Transfer,Negative,Intact,Male,8925
12.0,Labrador Retriever Mix,,Brown/White,Transfer,Negative,Intact,Female,8926
12.0,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Male,8927
12.0,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female,8928
12.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Intact,Male,8929
12.0,Labrador Retriever Mix,,White/Tan,Transfer,Negative,Intact,Male,8930
12.0,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Male,8931
24.0,Labrador Retriever Mix,,White,Transfer,Negative,Intact,Female,8932
24.0,Labrador Retriever Mix,,Yellow/White,Transfer,Negative,Intact,Female,8933
24.0,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female,8934
24.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Intact,Female,8935
24.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Intact,Female,8936
36.0,Labrador Retriever Mix,,Yellow/White,Transfer,Negative,Intact,Female,8937
60.0,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female,8938
72.0,Labrador Retriever Mix,,Red,Transfer,Negative,Intact,Male,8939
72.0,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female,8940
48.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Intact,Male,8941
84.0,Labrador Retriever Mix,,Black Brindle/Brown,Transfer,Negative,Intact,Male,8942
24.0,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female,8943
24.0,Labrador Retriever Mix,,Brown/White,Transfer,Negative,Intact,Female,8944
60.0,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female,8945
36.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Intact,Female,8946
72.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Intact,Female,8947
84.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Intact,Male,8948
36.0,Labrador Retriever Mix,,Blue/White,Transfer,Negative,Intact,Male,8949
24.0,Labrador Retriever Mix,,Black,Transfer,Negative,Intact,Female,8950
24.0,Labrador Retriever Mix,,White/Black,Transfer,Negative,Intact,Female,8951
36.0,Labrador Retriever Mix,,Tricolor,Transfer,Negative,Intact,Male,8952
24.0,Labrador Retriever Mix,,Brown/White,Transfer,Negative,Intact,Female,8953
4.0,Labrador Retriever Mix,,Blue,Transfer,Negative,Neutered,Male,8954
2.0,Labrador Retriever Mix,,Black/Tan,Transfer,Negative,Neutered,Male,8955
6.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,8956
10.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,8957
4.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male,8958
2.0,Labrador Retriever Mix,,White,Transfer,Negative,Neutered,Male,8959
5.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,8960
3.0,Labrador Retriever Mix,,Brown/White,Transfer,Negative,Neutered,Male,8961
5.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male,8962
3.0,Labrador Retriever Mix,,White/Tan,Transfer,Negative,Neutered,Male,8963
2.0,Labrador Retriever Mix,,Brown/White,Transfer,Negative,Neutered,Male,8964
3.0,Labrador Retriever Mix,,Brown/Black,Transfer,Negative,Neutered,Male,8965
11.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,8966
7.0,Labrador Retriever Mix,,Chocolate/White,Transfer,Negative,Neutered,Male,8967
2.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,8968
5.0,Labrador Retriever Mix,,Black/Gray,Transfer,Negative,Neutered,Male,8969
3.0,Labrador Retriever Mix,,White,Transfer,Negative,Neutered,Male,8970
8.0,Labrador Retriever Mix,,Gold,Transfer,Negative,Neutered,Male,8971
3.0,Labrador Retriever Mix,,White,Transfer,Negative,Neutered,Male,8972
5.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,8973
7.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male,8974
4.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male,8975
9.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,8976
10.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,8977
9.0,Labrador Retriever Mix,,Buff,Transfer,Negative,Neutered,Male,8978
9.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,8979
5.0,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Neutered,Male,8980
4.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,8981
3.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,8982
7.0,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Neutered,Male,8983
4.0,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Neutered,Male,8984
7.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male,8985
2.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,8986
10.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male,8987
5.0,Labrador Retriever Mix,,Cream,Transfer,Negative,Neutered,Male,8988
12.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,8989
12.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,8990
12.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,8991
12.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,8992
12.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male,8993
12.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,8994
12.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,8995
12.0,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male,8996
12.0,Labrador Retriever Mix,,Buff,Transfer,Negative,Neutered,Male,8997
12.0,Labrador Retriever Mix,,Buff,Transfer,Negative,Neutered,Male,8998
12.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male,8999
12.0,Labrador Retriever Mix,,Tan,Transfer,Negative,Neutered,Male,9000
12.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9001
12.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9002
12.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male,9003
12.0,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male,9004
12.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male,9005
12.0,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Neutered,Male,9006
36.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male,9007
60.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male,9008
24.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,9009
24.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male,9010
60.0,Labrador Retriever Mix,,Tan,Transfer,Negative,Neutered,Male,9011
24.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male,9012
72.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,9013
24.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,9014
36.0,Labrador Retriever Mix,,White/Brown,Transfer,Negative,Neutered,Male,9015
60.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,9016
72.0,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male,9017
24.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male,9018
60.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9019
48.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,9020
84.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9021
36.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male,9022
24.0,Labrador Retriever Mix,,Chocolate/Tan,Transfer,Negative,Neutered,Male,9023
36.0,Labrador Retriever Mix,,White,Transfer,Negative,Neutered,Male,9024
72.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,9025
60.0,Labrador Retriever Mix,,Tan,Transfer,Negative,Neutered,Male,9026
24.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male,9027
24.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9028
36.0,Labrador Retriever Mix,,Yellow/White,Transfer,Negative,Neutered,Male,9029
72.0,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male,9030
84.0,Labrador Retriever Mix,,Red,Transfer,Negative,Neutered,Male,9031
120.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male,9032
48.0,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male,9033
24.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9034
60.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9035
120.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Neutered,Male,9036
36.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,9037
24.0,Labrador Retriever Mix,,Yellow/White,Transfer,Negative,Neutered,Male,9038
108.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male,9039
24.0,Labrador Retriever Mix,,Chocolate/White,Transfer,Negative,Neutered,Male,9040
96.0,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male,9041
180.0,Labrador Retriever Mix,,Tan,Transfer,Negative,Neutered,Male,9042
120.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9043
24.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9044
60.0,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Neutered,Male,9045
24.0,Labrador Retriever Mix,,Red/White,Transfer,Negative,Neutered,Male,9046
36.0,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Neutered,Male,9047
48.0,Labrador Retriever Mix,,White,Transfer,Negative,Neutered,Male,9048
60.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9049
24.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,9050
72.0,Labrador Retriever Mix,,Tan,Transfer,Negative,Neutered,Male,9051
72.0,Labrador Retriever Mix,,Black,Transfer,Negative,Neutered,Male,9052
120.0,Labrador Retriever Mix,,Tan,Transfer,Negative,Neutered,Male,9053
24.0,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Neutered,Male,9054
84.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,9055
24.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,9056
72.0,Labrador Retriever Mix,,Black Brindle/White,Transfer,Negative,Neutered,Male,9057
84.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Neutered,Male,9058
72.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Neutered,Male,9059
5.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9060
5.0,Labrador Retriever Mix,,Red,Transfer,Negative,Spayed,Female,9061
5.0,Labrador Retriever Mix,,Tan,Transfer,Negative,Spayed,Female,9062
8.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Spayed,Female,9063
5.0,Labrador Retriever Mix,,Cream,Transfer,Negative,Spayed,Female,9064
2.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9065
6.0,Labrador Retriever Mix,,White/Brown,Transfer,Negative,Spayed,Female,9066
6.0,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Spayed,Female,9067
5.0,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Spayed,Female,9068
3.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9069
2.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9070
5.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9071
2.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Spayed,Female,9072
10.0,Labrador Retriever Mix,,Tan,Transfer,Negative,Spayed,Female,9073
10.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9074
8.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Spayed,Female,9075
4.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Spayed,Female,9076
7.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9077
6.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9078
7.0,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Spayed,Female,9079
4.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9080
5.0,Labrador Retriever Mix,,Tan,Transfer,Negative,Spayed,Female,9081
8.0,Labrador Retriever Mix,,Brown,Transfer,Negative,Spayed,Female,9082
4.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9083
7.0,Labrador Retriever Mix,,Buff,Transfer,Negative,Spayed,Female,9084
6.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9085
11.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9086
12.0,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Spayed,Female,9087
12.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9088
12.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9089
12.0,Labrador Retriever Mix,,Yellow/White,Transfer,Negative,Spayed,Female,9090
12.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Spayed,Female,9091
12.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9092
12.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9093
12.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9094
12.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9095
12.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9096
36.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9097
60.0,Labrador Retriever Mix,,White,Transfer,Negative,Spayed,Female,9098
36.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9099
120.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9100
84.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9101
60.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9102
24.0,Labrador Retriever Mix,,White,Transfer,Negative,Spayed,Female,9103
60.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9104
120.0,Labrador Retriever Mix,,Red/Black,Transfer,Negative,Spayed,Female,9105
24.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9106
60.0,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Spayed,Female,9107
24.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9108
36.0,Labrador Retriever Mix,,Red,Transfer,Negative,Spayed,Female,9109
108.0,Labrador Retriever Mix,,Yellow/White,Transfer,Negative,Spayed,Female,9110
24.0,Labrador Retriever Mix,,Buff,Transfer,Negative,Spayed,Female,9111
60.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9112
60.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9113
24.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Spayed,Female,9114
36.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9115
132.0,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Spayed,Female,9116
24.0,Labrador Retriever Mix,,Red,Transfer,Negative,Spayed,Female,9117
84.0,Labrador Retriever Mix,,Red/White,Transfer,Negative,Spayed,Female,9118
96.0,Labrador Retriever Mix,,Buff,Transfer,Negative,Spayed,Female,9119
72.0,Labrador Retriever Mix,,Brown/Black,Transfer,Negative,Spayed,Female,9120
60.0,Labrador Retriever Mix,,Tan,Transfer,Negative,Spayed,Female,9121
48.0,Labrador Retriever Mix,,Black/White,Transfer,Negative,Spayed,Female,9122
24.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9123
36.0,Labrador Retriever Mix,,Brown/White,Transfer,Negative,Spayed,Female,9124
36.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Spayed,Female,9125
24.0,Labrador Retriever Mix,,Yellow,Transfer,Negative,Spayed,Female,9126
24.0,Labrador Retriever Mix,,Tan/White,Transfer,Negative,Spayed,Female,9127
72.0,Labrador Retriever Mix,,Chocolate,Transfer,Negative,Spayed,Female,9128
36.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9129
24.0,Labrador Retriever Mix,,White/Brown,Transfer,Negative,Spayed,Female,9130
48.0,Labrador Retriever Mix,,Black,Transfer,Negative,Spayed,Female,9131
24.0,Labrador Retriever Mix,,Buff,Transfer,Negative,Spayed,Female,9132
2.0,Labrador Retriever,,White,Transfer,Negative,Intact,Female,9133
1.0,Labrador Retriever,,Black,Transfer,Negative,Intact,Female,9134
12.0,Labrador Retriever,,Buff/Tan,Transfer,Negative,Intact,Male,9135
24.0,Labrador Retriever,,Cream,Transfer,Negative,Intact,Female,9136
24.0,Labrador Retriever,,Chocolate,Transfer,Negative,Intact,Male,9137
4.0,Labrador Retriever,,Black,Transfer,Negative,Neutered,Male,9138
7.0,Labrador Retriever,,Yellow,Transfer,Negative,Neutered,Male,9139
12.0,Labrador Retriever,,Yellow,Transfer,Negative,Neutered,Male,9140
12.0,Labrador Retriever,,Chocolate,Transfer,Negative,Neutered,Male,9141
36.0,Labrador Retriever,,Chocolate,Transfer,Negative,Neutered,Male,9142
60.0,Labrador Retriever,,Buff/Tan,Transfer,Negative,Neutered,Male,9143
96.0,Labrador Retriever,,Chocolate,Transfer,Negative,Neutered,Male,9144
24.0,Labrador Retriever,,Black,Transfer,Negative,Neutered,Male,9145
2.0,Labrador Retriever,,Black,Transfer,Negative,Spayed,Female,9146
24.0,Labrador Retriever,,Black,Transfer,Negative,Spayed,Female,9147
36.0,Labrador Retriever,,Black,Transfer,Negative,Spayed,Female,9148
60.0,Labrador Retriever,,Chocolate,Transfer,Negative,Spayed,Female,9149
84.0,Labrador Retriever,,Black,Transfer,Negative,Spayed,Female,9150
7.0,Kuvasz,Labrador Retriever,White,Transfer,Negative,Neutered,Male,9151
1.0,Keeshond Mix,,Sable/White,Transfer,Negative,Spayed,Female,9152
48.0,Jindo Mix,,Tan/White,Transfer,Negative,Spayed,Female,9153
12.0,Japanese Chin Mix,,White/Black,Transfer,Negative,Intact,Female,9154
60.0,Japanese Chin,,White/Tan,Transfer,Negative,Intact,Female,9155
36.0,Jack Russell Terrier,Shih Tzu,White/Brown,Transfer,Negative,Intact,Male,9156
12.0,Jack Russell Terrier,Shih Tzu,Gray/White,Transfer,Negative,Neutered,Male,9157
24.0,Jack Russell Terrier,Rat Terrier,White/Tan,Transfer,Negative,Neutered,Male,9158
24.0,Jack Russell Terrier,Pug,Brown/White,Transfer,Negative,Intact,Male,9159
12.0,Jack Russell Terrier,Pit Bull,White/Brown,Transfer,Negative,Neutered,Male,9160
5.0,Jack Russell Terrier,Papillon,White/Tricolor,Transfer,Negative,Intact,Male,9161
6.0,Jack Russell Terrier,Miniature Poodle,White,Transfer,Negative,Neutered,Male,9162
24.0,Jack Russell Terrier,Dachshund,Black/Brown,Transfer,Negative,Spayed,Female,9163
96.0,Jack Russell Terrier,Chihuahua Shorthair,Black/White,Transfer,Negative,Spayed,Female,9164
24.0,Jack Russell Terrier,Cairn Terrier,Tan,Transfer,Negative,Spayed,Female,9165
11.0,Jack Russell Terrier,Australian Cattle Dog,White/Black,Transfer,Negative,Intact,Female,9166
48.0,Jack Russell Terrier,Australian Cattle Dog,White/Black,Transfer,Negative,Spayed,Female,9167
1.0,Jack Russell Terrier Mix,,Black/Tan,Transfer,Negative,Intact,Male,9168
1.0,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Intact,Female,9169
1.0,Jack Russell Terrier Mix,,White/Brown,Transfer,Negative,Intact,Male,9170
1.0,Jack Russell Terrier Mix,,Sable,Transfer,Negative,Intact,Male,9171
4.0,Jack Russell Terrier Mix,,White/Brown,Transfer,Negative,Intact,Male,9172
4.0,Jack Russell Terrier Mix,,Tan,Transfer,Negative,Intact,Female,9173
3.0,Jack Russell Terrier Mix,,Brown/White,Transfer,Negative,Intact,Male,9174
2.0,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Intact,Male,9175
3.0,Jack Russell Terrier Mix,,White/Liver,Transfer,Negative,Intact,Female,9176
3.0,Jack Russell Terrier Mix,,Liver/White,Transfer,Negative,Intact,Female,9177
3.0,Jack Russell Terrier Mix,,Chocolate,Transfer,Negative,Intact,Female,9178
2.0,Jack Russell Terrier Mix,,White,Transfer,Negative,Intact,Female,9179
11.0,Jack Russell Terrier Mix,,White/Black,Transfer,Negative,Intact,Female,9180
1.0,Jack Russell Terrier Mix,,White/Black,Transfer,Negative,Intact,Male,9181
12.0,Jack Russell Terrier Mix,,White/Tan,Transfer,Negative,Intact,Male,9182
96.0,Jack Russell Terrier Mix,,White/Brown,Transfer,Negative,Intact,Male,9183
24.0,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Intact,Male,9184
6.0,Jack Russell Terrier Mix,,Black/White,Transfer,Negative,Neutered,Male,9185
11.0,Jack Russell Terrier Mix,,White/Tan,Transfer,Negative,Neutered,Male,9186
6.0,Jack Russell Terrier Mix,,Black/White,Transfer,Negative,Neutered,Male,9187
12.0,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Neutered,Male,9188
36.0,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Neutered,Male,9189
36.0,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Neutered,Male,9190
60.0,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Neutered,Male,9191
144.0,Jack Russell Terrier Mix,,White/Black,Transfer,Negative,Neutered,Male,9192
96.0,Jack Russell Terrier Mix,,Brown/White,Transfer,Negative,Neutered,Male,9193
120.0,Jack Russell Terrier Mix,,White/Black,Transfer,Negative,Neutered,Male,9194
24.0,Jack Russell Terrier Mix,,Tan/White,Transfer,Negative,Neutered,Male,9195
24.0,Jack Russell Terrier Mix,,White/Tan,Transfer,Negative,Neutered,Male,9196
3.0,Jack Russell Terrier Mix,,White/Brown,Transfer,Negative,Spayed,Female,9197
12.0,Jack Russell Terrier Mix,,White/Black,Transfer,Negative,Spayed,Female,9198
12.0,Jack Russell Terrier Mix,,Red/White,Transfer,Negative,Spayed,Female,9199
12.0,Jack Russell Terrier Mix,,White/Tan,Transfer,Negative,Spayed,Female,9200
36.0,Jack Russell Terrier Mix,,Tricolor,Transfer,Negative,Spayed,Female,9201
24.0,Jack Russell Terrier Mix,,Black/White,Transfer,Negative,Spayed,Female,9202
48.0,Jack Russell Terrier Mix,,White,Transfer,Negative,Spayed,Female,9203
24.0,Jack Russell Terrier Mix,,Tan/White,Transfer,Negative,Spayed,Female,9204
4.0,Jack Russell Terrier,,White/Tan,Transfer,Negative,Intact,Male,9205
48.0,Jack Russell Terrier,,White/Tan,Transfer,Negative,Neutered,Male,9206
12.0,Italian Greyhound Mix,,White/Orange,Transfer,Negative,Intact,Female,9207
108.0,Italian Greyhound Mix,,Gray,Transfer,Negative,Neutered,Male,9208
84.0,Italian Greyhound Mix,,Tricolor,Transfer,Negative,Spayed,Female,9209
96.0,Italian Greyhound,,Black/White,Transfer,Negative,Neutered,Male,9210
36.0,Irish Wolfhound,Great Pyrenees,White,Transfer,Negative,Neutered,Male,9211
10.0,Irish Wolfhound,Australian Shepherd,Brown,Transfer,Negative,Neutered,Male,9212
3.0,Irish Terrier Mix,,Red,Transfer,Negative,Intact,Male,9213
12.0,Irish Terrier Mix,,Black/Tan,Transfer,Negative,Spayed,Female,9214
1.0,Irish Setter,Pit Bull,Brown/White,Transfer,Negative,Intact,Male,9215
1.0,Irish Setter,Pit Bull,Brown/Black,Transfer,Negative,Intact,Male,9216
1.0,Irish Setter,Pit Bull,Black/White,Transfer,Negative,Intact,Female,9217
36.0,Havanese Mix,,White/Gray,Transfer,Negative,Intact,Female,9218
11.0,Havanese Mix,,Black/White,Transfer,Negative,Spayed,Female,9219
24.0,Havanese Mix,,White,Transfer,Negative,Spayed,Female,9220
24.0,Havanese,,White/Blue,Transfer,Negative,Neutered,Male,9221
6.0,Harrier,Labrador Retriever,Yellow/White,Transfer,Negative,Spayed,Female,9222
12.0,Harrier,Catahoula,Tan/White,Transfer,Negative,Spayed,Female,9223
6.0,Harrier Mix,,White/Brown,Transfer,Negative,Neutered,Male,9224
24.0,Harrier Mix,,Red/White,Transfer,Negative,Neutered,Male,9225
24.0,Harrier Mix,,Tricolor,Transfer,Negative,Spayed,Female,9226
12.0,Harrier,,Tricolor,Transfer,Negative,Neutered,Male,9227
2.0,Greyhound,,Fawn/White,Transfer,Negative,Intact,Male,9228
4.0,Greyhound,,Tan/White,Transfer,Negative,Intact,Male,9229
48.0,Greyhound,,Black/White,Transfer,Negative,Intact,Male,9230
48.0,Greyhound,,Fawn,Transfer,Negative,Intact,Female,9231
72.0,Greyhound,,Brown Brindle/White,Transfer,Negative,Intact,Male,9232
48.0,Greyhound,,Tan/Black,Transfer,Negative,Intact,Female,9233
48.0,Greyhound,,Black/White,Transfer,Negative,Intact,Male,9234
36.0,Greater Swiss Mountain Dog Mix,,Tricolor,Transfer,Negative,Intact,Male,9235
84.0,Great Pyrenees,Standard Poodle,White,Transfer,Negative,Spayed,Female,9236
24.0,Great Pyrenees,Siberian Husky,Yellow,Transfer,Negative,Spayed,Female,9237
12.0,Great Pyrenees,Pointer,White/Orange,Transfer,Negative,Neutered,Male,9238
2.0,Great Pyrenees,Labrador Retriever,White,Transfer,Negative,Intact,Female,9239
2.0,Great Pyrenees,Labrador Retriever,White,Transfer,Negative,Intact,Male,9240
12.0,Great Pyrenees,Labrador Retriever,White/Tan,Transfer,Negative,Neutered,Male,9241
2.0,Great Pyrenees,Border Collie,White/Tan,Transfer,Negative,Neutered,Male,9242
5.0,Great Pyrenees,Australian Shepherd,Tricolor/White,Transfer,Negative,Intact,Male,9243
5.0,Great Pyrenees Mix,,White,Transfer,Negative,Intact,Male,9244
5.0,Great Pyrenees Mix,,White,Transfer,Negative,Intact,Female,9245
5.0,Great Pyrenees Mix,,White,Transfer,Negative,Intact,Female,9246
5.0,Great Pyrenees Mix,,White,Transfer,Negative,Intact,Female,9247
2.0,Great Pyrenees Mix,,White,Transfer,Negative,Intact,Female,9248
10.0,Great Pyrenees Mix,,White,Transfer,Negative,Intact,Male,9249
2.0,Great Pyrenees Mix,,White,Transfer,Negative,Intact,Male,9250
60.0,Great Pyrenees Mix,,White/White,Transfer,Negative,Intact,Male,9251
24.0,Great Pyrenees Mix,,White,Transfer,Negative,Intact,Female,9252
24.0,Great Pyrenees Mix,,White,Transfer,Negative,Intact,Female,9253
