,AgeuponOutcome,AnimalID,AnimalType,Breed,Color,DateTime,ID,Name,OutcomeSubtype,OutcomeType,SexuponOutcome
18863,2 months,A720553,Dog,Chihuahua Shorthair/Dachshund,White/Brown,2016-02-15 18:55:00,,,,Adoption,Neutered Male
18864,3 years,A702571,Dog,Chihuahua Longhair Mix,Black/Brown,2015-05-16 13:54:00,,Ranger,,Return_to_owner,Neutered Male
18865,1 year,A704323,Dog,Australian Shepherd Mix,Brown,2015-06-07 19:45:00,,,,Adoption,Spayed Female
18866,6 months,A670491,Dog,Doberman Pinsch Mix,Chocolate/Tan,2014-01-11 18:06:00,,Elphaba,,Adoption,Spayed Female
18869,6 years,A695488,Dog,Pit Bull Mix,Brown Brindle/White,2015-01-30 17:16:00,,Zuko,Aggressive,Euthanasia,Intact Male
18870,2 years,A687422,Dog,Dachshund Mix,Tricolor,2014-09-08 19:01:00,,Harley,,Adoption,Neutered Male
18875,1 year,A718860,Dog,German Shepherd Mix,Black/Tan,2016-02-07 14:11:00,,Nike,,Adoption,Spayed Female
18876,2 years,A710769,Dog,Australian Shepherd Mix,White/Brown,2015-09-03 11:56:00,,Danger,,Return_to_owner,Intact Male
18880,6 years,A675807,Dog,Cocker Spaniel,Black/White,2014-04-04 17:40:00,,Oreo,,Return_to_owner,Neutered Male
18881,6 days,A698121,Dog,Labrador Retriever Mix,Brown,2015-03-06 09:50:00,,,Partner,Transfer,Unknown
18882,1 year,A697184,Dog,Labrador Retriever Mix,Black/Brown Brindle,2015-04-19 13:54:00,,Tye,,Adoption,Neutered Male
18884,1 year,A694192,Dog,Yorkshire Terrier/Cairn Terrier,Tan,2014-12-27 17:01:00,,Chachi,,Adoption,Neutered Male
18886,2 years,A669859,Dog,Pit Bull Mix,Red/White,2014-01-08 16:10:00,,Mack,Behavior,Euthanasia,Intact Male
18888,7 years,A667557,Dog,Cardigan Welsh Corgi Mix,Tricolor,2013-11-23 11:06:00,,Scotch,Partner,Transfer,Neutered Male
18889,3 years,A693201,Dog,Rottweiler Mix,Black/Brown,2014-12-11 17:03:00,,,Partner,Transfer,Intact Male
18890,7 months,A713732,Dog,German Shepherd Mix,Brown/Black,2015-10-12 18:48:00,,Pamela,,Return_to_owner,Intact Female
18891,2 weeks,A694842,Dog,Border Collie Mix,Tan/White,2015-01-20 14:42:00,,,Partner,Transfer,Intact Female
18894,2 months,A706889,Dog,Labrador Retriever Mix,Black/White,2015-07-08 18:04:00,,,,Adoption,Neutered Male
18895,3 years,A714264,Dog,Chihuahua Shorthair Mix,Black/Tan,2015-10-24 14:37:00,,,,Adoption,Neutered Male
18896,5 years,A665485,Dog,Boston Terrier/Beagle,Brown Brindle/White,2013-10-25 11:31:00,,Bratt,Partner,Transfer,Neutered Male
18897,10 months,A695406,Dog,Pit Bull/Australian Cattle Dog,Black/White,2015-02-03 13:46:00,,Mikey,Partner,Transfer,Intact Male
18898,4 months,A673971,Dog,Dachshund/Chihuahua Shorthair,Tan/White,2014-03-12 18:57:00,,Prim,,Adoption,Spayed Female
18900,9 months,A696043,Dog,Yorkshire Terrier Mix,Black/Brown,2015-01-30 19:00:00,,,,Adoption,Spayed Female
18902,4 years,A567704,Dog,German Shepherd Mix,Brown/White,2013-12-21 15:38:00,,Barry,,Adoption,Neutered Male
18904,1 year,A685188,Dog,Chihuahua Shorthair Mix,Fawn,2014-08-21 14:23:00,,Diego,Partner,Transfer,Neutered Male
18905,6 years,A712946,Dog,Papillon Mix,White/Tricolor,2015-10-05 12:42:00,,Tenshi,,Adoption,Spayed Female
18906,8 months,A719793,Dog,Pit Bull Mix,White/Tan,2016-02-01 14:32:00,,Cece,,Return_to_owner,Spayed Female
18907,12 years,A710817,Dog,Rat Terrier Mix,Tricolor,2015-09-05 13:33:00,,Cricket,,Adoption,Spayed Female
18908,1 year,A673411,Dog,Chihuahua Shorthair Mix,White/Red,2014-02-28 13:13:00,,Max,,Adoption,Neutered Male
18909,1 month,A670083,Dog,Jack Russell Terrier Mix,Brown/Black,2014-01-07 18:02:00,,Pepper,Foster,Adoption,Spayed Female
18910,10 months,A670398,Dog,Chihuahua Shorthair Mix,White/Tan,2014-01-18 15:22:00,,Alfalfa,Offsite,Adoption,Neutered Male
18911,6 years,A682461,Dog,Chihuahua Shorthair Mix,Brown,2014-07-09 14:04:00,,,,Adoption,Spayed Female
18913,2 years,A691425,Dog,Pointer Mix,White/Black,2014-11-28 13:31:00,,Mimsy,,Adoption,Spayed Female
18915,1 year,A708420,Dog,Chihuahua Shorthair Mix,White/Brown,2016-01-09 13:58:00,,Riley,,Adoption,Spayed Female
18917,2 months,A669111,Dog,Miniature Schnauzer Mix,Buff/White,2013-12-18 15:05:00,,,,Adoption,Neutered Male
18918,2 months,A710422,Dog,Chihuahua Shorthair Mix,Tan,2015-08-27 12:00:00,,Rose,Partner,Transfer,Intact Female
18919,2 months,A705603,Dog,Anatol Shepherd Mix,Tan/White,2015-06-23 18:03:00,,Bo,,Adoption,Spayed Female
18920,10 years,A693849,Dog,Miniature Poodle Mix,Tan,2014-12-20 15:00:00,,Fluffs,Partner,Transfer,Neutered Male
18921,8 years,A520355,Dog,Border Collie/Boxer,Black/White,2015-03-30 14:29:00,,Dozer,,Return_to_owner,Neutered Male
18922,2 years,A694300,Dog,Chow Chow Mix,Brown Brindle,2014-12-24 15:14:00,,,Suffering,Euthanasia,Intact Male
18924,1 year,A688391,Dog,Chihuahua Shorthair Mix,White/Brown,2014-09-20 18:12:00,,Ginger,,Return_to_owner,Spayed Female
18925,8 years,A587085,Dog,Miniature Schnauzer/Miniature Poodle,White/Gray,2013-12-30 11:59:00,,Petey,,Return_to_owner,Neutered Male
18926,4 months,A697047,Dog,Redbone Hound Mix,Red/White,2015-02-21 14:24:00,,,,Adoption,Spayed Female
18927,2 years,A694329,Dog,Catahoula Mix,Black/White,2016-02-18 15:43:00,,Jackson,,Return_to_owner,Neutered Male
18928,2 years,A666870,Dog,Pit Bull Mix,Fawn/White,2013-11-21 15:09:00,,Bambi,Aggressive,Euthanasia,Spayed Female
18930,2 years,A697311,Dog,Yorkshire Terrier/Miniature Schnauzer,Gray,2015-03-01 18:42:00,,Pluto,,Adoption,Neutered Male
18931,3 years,A680929,Dog,Great Pyrenees Mix,White,2014-06-30 16:17:00,,Elsa,Partner,Transfer,Spayed Female
18932,1 year,A672249,Dog,Pit Bull Mix,Fawn/White,2014-03-03 14:37:00,,Vaughn,Partner,Transfer,Neutered Male
18934,13 years,A690753,Dog,Border Collie Mix,White/Black,2014-10-25 16:26:00,,Panda,,Return_to_owner,Intact Female
18935,6 years,A700832,Dog,Miniature Poodle Mix,White,2015-04-21 12:59:00,,Sweetie,,Return_to_owner,Spayed Female
18936,3 months,A680174,Dog,Manchester Terrier/Australian Kelpie,Tricolor,2014-06-10 13:31:00,,,,Adoption,Spayed Female
18938,3 years,A689397,Dog,Pit Bull Mix,Blue/White,2015-02-11 14:14:00,,Doodle,Foster,Adoption,Spayed Female
18939,1 year,A671114,Dog,Border Collie Mix,Gold/White,2014-01-25 14:35:00,,Buster G,,Adoption,Neutered Male
18940,2 years,A666957,Dog,Doberman Pinsch,Black/Tan,2013-11-17 18:14:00,,Leroy,,Adoption,Neutered Male
18942,1 year,A712855,Dog,Pointer Mix,White/Black,2015-10-13 12:44:00,,Littig,,Adoption,Neutered Male
18944,1 year,A672584,Dog,Staffordshire Mix,Tan/White,2014-04-06 14:35:00,,Chato,,Adoption,Neutered Male
18946,10 months,A667017,Dog,Redbone Hound Mix,Red/White,2013-11-27 16:46:00,,,,Adoption,Spayed Female
18947,1 year,A693412,Dog,Catahoula Mix,Brown Merle/White,2014-12-13 16:59:00,,,,Adoption,Spayed Female
18948,10 years,A676818,Dog,Pug,Tan/Black,2014-04-16 16:04:00,,Rosco,Partner,Transfer,Intact Male
18951,8 years,A706010,Dog,Labrador Retriever/Chinese Sharpei,Black/White,2015-07-04 14:51:00,,Maggie,,Adoption,Spayed Female
18952,4 years,A718926,Dog,German Shepherd Mix,Tricolor,2016-01-10 17:03:00,,Gunner,,Return_to_owner,Neutered Male
18953,4 years,A698793,Dog,Chow Chow Mix,Gold,2015-04-10 18:48:00,,Rocky,Aggressive,Euthanasia,Intact Male
18954,1 year,A680708,Dog,Miniature Poodle Mix,White,2014-06-09 18:18:00,,Charlie,,Return_to_owner,Neutered Male
18959,1 year,A667456,Dog,Chihuahua Shorthair Mix,Tricolor,2013-11-20 13:32:00,,Sugar Baby,Partner,Transfer,Spayed Female
18960,1 year,A666922,Dog,Dachshund/Chihuahua Shorthair,Cream,2013-11-17 14:13:00,,Andy,Partner,Transfer,Neutered Male
18961,5 months,A673221,Dog,Dachshund Mix,Brown,2014-02-28 15:24:00,,Timmie,,Adoption,Spayed Female
18964,6 years,A623762,Dog,Chihuahua Shorthair Mix,Tricolor,2014-03-29 11:19:00,,Prince,,Adoption,Neutered Male
18965,2 years,A672014,Dog,West Highland/Cairn Terrier,White/Tan,2014-02-07 14:40:00,,,Partner,Transfer,Intact Male
18966,6 months,A690841,Dog,Pit Bull Mix,White/Tricolor,2014-11-24 12:06:00,,Chula,Partner,Transfer,Intact Female
18968,12 years,A707306,Dog,Bichon Frise,White,2015-07-11 14:26:00,,Lil Bit,,Return_to_owner,Neutered Male
18969,1 year,A695852,Dog,Border Terrier Mix,Tan,2015-01-28 16:22:00,,,,Return_to_owner,Neutered Male
18972,10 months,A714620,Dog,Border Collie Mix,Black,2015-11-05 16:46:00,,Jose,,Return_to_owner,Neutered Male
18973,3 years,A713528,Dog,Chihuahua Shorthair Mix,Black/White,2015-10-13 18:40:00,,Marley,,Adoption,Neutered Male
18974,3 years,A697235,Dog,Harrier Mix,Black/Tan,2015-04-23 15:53:00,,Zelda,,Adoption,Spayed Female
18976,2 years,A711428,Dog,Labrador Retriever Mix,Red/White,2015-09-18 15:08:00,,Bailey,Partner,Transfer,Neutered Male
18977,2 years,A666628,Dog,Labrador Retriever,Black,2013-11-10 15:46:00,,Elvin,Partner,Transfer,Neutered Male
18978,4 years,A662609,Dog,Labrador Retriever Mix,Black,2013-10-13 15:08:00,,Suzy,,Adoption,Spayed Female
18979,2 years,A715282,Dog,Picardy Sheepdog Mix,Sable,2015-11-13 12:10:00,,Jojo,,Return_to_owner,Neutered Male
18981,3 years,A675101,Dog,Australian Cattle Dog Mix,White/Black,2015-11-19 14:16:00,,Ranger,,Return_to_owner,Neutered Male
18991,7 months,A684881,Dog,Bull Terrier,Brown Brindle,2014-07-30 17:29:00,,Chico,Partner,Transfer,Neutered Male
18995,3 years,A670444,Dog,Australian Cattle Dog Mix,Brown Merle/White,2014-01-14 15:00:00,,Kalee,Partner,Transfer,Intact Female
18997,2 years,A672164,Dog,Yorkshire Terrier Mix,Gray/Tan,2014-02-14 15:03:00,,Molly,Partner,Transfer,Spayed Female
18998,5 years,A690661,Dog,Chihuahua Shorthair Mix,Black/Tan,2014-10-27 12:09:00,,,Partner,Transfer,Intact Male
18999,7 years,A476054,Dog,Labrador Retriever Mix,Black/White,2015-09-12 12:27:00,,Tula,,Adoption,Spayed Female
19002,1 year,A693126,Dog,American Bulldog Mix,White/Brown,2015-02-28 17:42:00,,George,,Adoption,Neutered Male
19004,1 year,A679865,Dog,Labrador Retriever Mix,Black,2014-05-27 18:16:00,,Ruger,,Return_to_owner,Neutered Male
19005,15 years,A678057,Dog,Australian Shepherd Mix,Brown Merle/White,2014-05-04 12:28:00,,Luna,Suffering,Euthanasia,Spayed Female
19006,3 months,A692489,Dog,Standard Poodle Mix,White,2014-11-25 18:06:00,,,,Adoption,Spayed Female
19007,14 years,A699752,Dog,Labrador Retriever Mix,Black,2015-04-02 11:55:00,,K.C.,Suffering,Euthanasia,Unknown
19011,2 years,A692518,Dog,Pit Bull Mix,Blue/White,2014-12-03 16:37:00,,,,Adoption,Spayed Female
19012,7 months,A665993,Dog,German Shepherd Mix,Black,2013-12-28 16:32:00,,Elvis,,Adoption,Neutered Male
19013,12 years,A669915,Dog,Shih Tzu Mix,White/Tan,2014-01-03 11:25:00,,,Partner,Transfer,Neutered Male
19014,1 year,A717600,Dog,Catahoula/Australian Cattle Dog,Brown Merle,2015-12-18 12:01:00,,Crosby,Aggressive,Euthanasia,Intact Male
19015,10 months,A681022,Dog,Border Collie/Great Pyrenees,Black/White,2014-06-17 17:24:00,,Finn,,Adoption,Neutered Male
19017,1 year,A709091,Dog,Dachshund Mix,Brown,2015-08-14 12:33:00,,Nina,,Return_to_owner,Intact Female
19018,4 years,A590767,Dog,Chihuahua Shorthair,Tan/White,2014-04-02 16:48:00,,Hercules,,Return_to_owner,Neutered Male
19019,7 years,A669170,Dog,Chihuahua Shorthair Mix,Tricolor,2013-12-29 14:21:00,,Calderono,,Adoption,Neutered Male
19020,2 years,A707771,Dog,English Bulldog Mix,White,2015-07-24 18:10:00,,,,Adoption,Spayed Female
19022,1 year,A685761,Dog,Pit Bull Mix,Brown,2014-08-20 15:42:00,,,Aggressive,Euthanasia,Intact Female
19023,5 months,A719363,Dog,Pointer Mix,White,2016-01-24 14:38:00,,Cherry,,Adoption,Spayed Female
19026,4 months,A664039,Dog,Labrador Retriever Mix,Yellow,2013-10-07 13:09:00,,,Partner,Transfer,Neutered Male
19028,2 months,A682116,Dog,Doberman Pinsch,Black/Brown Brindle,2014-06-28 11:16:00,,Dobie,Partner,Transfer,Intact Male
19029,2 years,A682583,Dog,Siberian Husky Mix,Black/White,2014-07-25 13:47:00,,Dallas,,Adoption,Neutered Male
19030,1 year,A699505,Dog,Chihuahua Shorthair Mix,Tan,2015-05-18 18:40:00,,Chico,,Adoption,Neutered Male
19031,5 years,A719452,Dog,Pomeranian,Black/White,2016-01-25 13:59:00,,Franklin,Partner,Transfer,Neutered Male
19033,4 years,A701316,Dog,Pug,Black,2015-04-27 17:09:00,,Luna,,Return_to_owner,Spayed Female
19034,2 years,A659563,Dog,Dachshund Mix,Black/White,2013-12-04 15:56:00,,Mimi,,Adoption,Spayed Female
19035,2 years,A697860,Dog,German Shepherd Mix,Black/Brown,2015-03-03 17:33:00,,Luigi,,Return_to_owner,Neutered Male
19036,2 months,A716375,Dog,German Shepherd Mix,Brown/White,2015-12-22 09:58:00,,Kelley,Foster,Adoption,Neutered Male
19037,1 year,A671995,Dog,Chihuahua Shorthair Mix,Tan/White,2014-02-09 19:02:00,,Lilly,,Adoption,Spayed Female
19038,1 year,A701077,Dog,Chihuahua Shorthair Mix,Tan,2015-05-03 11:55:00,,Krane,,Return_to_owner,Neutered Male
19039,13 years,A318500,Dog,German Shepherd Mix,Tan,2014-10-08 16:13:00,,Tiger,,Return_to_owner,Neutered Male
19042,7 years,A552798,Dog,Pbgv,Brown/Black,2015-06-29 12:17:00,,Phil,,Adoption,Neutered Male
19044,3 years,A678909,Dog,Pit Bull Mix,Blue/White,2014-07-18 11:15:00,,Alpha,Partner,Transfer,Neutered Male
19045,4 months,A689319,Dog,Italian Greyhound Mix,Blue/White,2014-10-06 17:14:00,,Anabele,,Adoption,Spayed Female
19046,2 years,A668245,Dog,German Shepherd,Black/Brown,2013-12-05 18:00:00,,Charlie,,Adoption,Neutered Male
19047,2 years,A713717,Dog,Lhasa Apso,Cream/Black,2015-10-15 11:27:00,,Beau,Partner,Transfer,Intact Male
19049,2 years,A667882,Dog,German Shepherd Mix,Black/Tan,2013-11-25 15:19:00,,Bella,,Return_to_owner,Spayed Female
19050,1 year,A663569,Dog,Shetland Sheepdog/Chihuahua Longhair,Tan/White,2013-12-08 16:13:00,,Franklin,Foster,Adoption,Neutered Male
19051,4 years,A690638,Dog,Pointer/Harrier,Chocolate/White,2016-02-05 09:07:00,,Autumn,Foster,Adoption,Spayed Female
19052,2 years,A656065,Dog,Pit Bull Mix,White/Brown,2014-06-11 18:08:00,,Kane,,Return_to_owner,Neutered Male
19053,2 months,A720651,Dog,German Shepherd Mix,Black/Brown,2016-02-18 17:38:00,,,,Adoption,Spayed Female
19056,6 months,A683059,Dog,Labrador Retriever/Australian Cattle Dog,Black/Brown,2014-07-27 11:58:00,,Sparky,Partner,Transfer,Intact Male
19058,6 years,A671877,Dog,Border Collie Mix,Gray/Black,2014-01-31 16:33:00,,Kinda,Medical,Euthanasia,Intact Female
19059,5 months,A696793,Dog,Pit Bull Mix,Brown Brindle/White,2015-02-21 16:50:00,,Sadie,,Adoption,Spayed Female
19060,2 years,A665723,Dog,Golden Retriever/Standard Poodle,Buff,2013-10-22 13:35:00,,,,Died,Intact Female
19061,3 years,A595993,Dog,Pit Bull/Rhod Ridgeback,Red/White,2014-10-03 17:19:00,,Pluto,,Return_to_owner,Neutered Male
19062,14 years,A718506,Dog,Yorkshire Terrier Mix,Tan,2016-01-04 16:48:00,,Hatch,,Return_to_owner,Spayed Female
19063,2 years,A696513,Dog,Pit Bull Mix,Fawn/White,2015-02-13 11:06:00,,Cinnimon,Partner,Transfer,Intact Female
19064,1 year,A683751,Dog,Black/Tan Hound Mix,Black/Brown,2014-07-21 16:58:00,,Dogtor Roxo,Partner,Transfer,Neutered Male
19065,8 years,A701092,Dog,American Eskimo/Border Collie,Black/White,2015-05-13 12:13:00,,Albright,,Adoption,Neutered Male
19066,7 years,A672112,Dog,Boxer Mix,Brown/White,2014-02-18 18:42:00,,Buttons,,Return_to_owner,Spayed Female
19070,1 month,A668799,Dog,Border Collie/Labrador Retriever,Black/White,2014-01-08 18:08:00,,,Foster,Adoption,Spayed Female
19072,3 years,A668864,Dog,Australian Shepherd/Labrador Retriever,Black/White,2014-01-06 14:56:00,,Rigbee,,Adoption,Neutered Male
19073,3 years,A711156,Dog,French Bulldog/Miniature Schnauzer,Cream/Black,2015-09-13 11:03:00,,Fergie,,Return_to_owner,Spayed Female
19075,1 month,A708377,Dog,Labrador Retriever Mix,Black/Black Brindle,2015-07-31 17:07:00,,Bullet,,Adoption,Neutered Male
19078,13 years,A682062,Dog,Chihuahua Shorthair Mix,Tan/Buff,2014-06-24 11:14:00,,,Suffering,Euthanasia,Neutered Male
19081,11 months,A711462,Dog,Australian Cattle Dog Mix,Blue Tick/Black,2015-09-13 19:06:00,,Ballou,,Adoption,Neutered Male
19082,2 months,A678222,Dog,Pointer Mix,White/Brown,2014-05-10 15:46:00,,Sherlock,,Adoption,Neutered Male
19083,3 years,A643323,Dog,Pit Bull Mix,Tan,2014-12-05 17:16:00,,Bruce,Partner,Transfer,Neutered Male
19084,8 months,A683653,Dog,Labrador Retriever Mix,Black/White,2014-07-25 18:21:00,,Rebel,,Adoption,Neutered Male
19086,2 months,A669733,Dog,Dachshund/Chihuahua Shorthair,Black/White,2014-01-15 13:53:00,,,Foster,Adoption,Neutered Male
19087,6 years,A670715,Dog,Labrador Retriever Mix,Black/White,2014-01-16 15:48:00,,Jax,,Return_to_owner,Neutered Male
19088,2 months,A709197,Dog,Chihuahua Shorthair/Pomeranian,White,2015-08-13 17:48:00,,Winnie,,Adoption,Spayed Female
19090,1 year,A691877,Dog,Miniature Pinscher Mix,Red,2014-11-21 17:12:00,,Rascal,,Adoption,Neutered Male
19091,2 months,A707337,Dog,Labrador Retriever Mix,Black/White,2015-07-20 12:56:00,,Benzo,Partner,Transfer,Intact Male
19092,10 years,A682139,Dog,Labrador Retriever Mix,Yellow,2014-06-26 11:05:00,,Billie,,Return_to_owner,Spayed Female
19094,10 years,A721067,Dog,Pekingese/Dachshund,Brown Brindle/White,2016-02-21 18:14:00,,Louie,,Return_to_owner,Neutered Male
19096,2 years,A699780,Dog,Shih Tzu Mix,Black,2015-04-02 00:00:00,,,Partner,Transfer,Spayed Female
19099,1 month,A695634,Dog,Border Collie Mix,Black/White,2015-02-16 16:59:00,,,Foster,Adoption,Neutered Male
19101,1 year,A678600,Dog,Pit Bull Mix,Blue/White,2014-05-14 16:55:00,,,Suffering,Euthanasia,Intact Female
19102,2 years,A683096,Dog,Pit Bull Mix,Fawn,2014-07-12 15:46:00,,Brownie,,Return_to_owner,Intact Female
19105,2 years,A692221,Dog,Labrador Retriever/Pit Bull,Black/White,2016-01-05 00:00:00,,Rocky,Partner,Transfer,Neutered Male
19106,6 years,A684983,Dog,Chihuahua Shorthair Mix,Chocolate/White,2014-08-25 19:02:00,,Maggie,,Adoption,Spayed Female
19109,2 years,A697906,Dog,Miniature Pinscher,Black/Tan,2015-03-10 15:03:00,,,,Adoption,Spayed Female
19111,3 years,A673088,Dog,Maltese,White,2014-04-12 12:36:00,,Cotton,Foster,Adoption,Neutered Male
19112,12 years,A718685,Dog,Miniature Pinscher Mix,Black/Tan,2016-01-07 12:20:00,,Mac,,Return_to_owner,Intact Male
19113,2 years,A695532,Dog,Treeing Walker Coonhound Mix,White/Brown,2015-01-17 17:22:00,,Charlie,,Return_to_owner,Neutered Male
19114,2 months,A713861,Dog,Chihuahua Shorthair Mix,Yellow/White,2015-10-15 18:23:00,,Jax,,Return_to_owner,Neutered Male
19115,3 years,A676126,Dog,Labrador Retriever Mix,Black,2014-05-10 11:17:00,,Jelly Bean,,Adoption,Spayed Female
19117,6 years,A690512,Dog,German Shepherd Mix,Sable,2014-11-11 13:32:00,,Gracie,Partner,Transfer,Spayed Female
19118,8 months,A719037,Dog,Chihuahua Longhair Mix,Tricolor,2016-01-16 18:26:00,,Tiny,,Adoption,Neutered Male
19120,4 years,A686757,Dog,Chihuahua Shorthair Mix,Chocolate/Tan,2014-08-31 17:28:00,,Brownie,,Adoption,Neutered Male
19121,10 months,A669369,Dog,Jack Russell Terrier Mix,Tan/White,2014-02-28 16:00:00,,Robbie,,Adoption,Neutered Male
19123,4 years,A715268,Dog,Pit Bull Mix,Tan/White,2015-12-14 20:10:00,,Cece,Partner,Transfer,Intact Female
19126,6 years,A515049,Dog,Pit Bull Mix,Red/White,2015-03-08 12:09:00,,Saber,,Adoption,Neutered Male
19127,3 years,A705317,Dog,Boxer Mix,Brown Brindle/White,2015-06-23 17:54:00,,Gretel,,Adoption,Spayed Female
19128,1 year,A697021,Dog,Pit Bull Mix,Blue/White,2015-02-28 15:05:00,,Bruce,Partner,Transfer,Neutered Male
19129,10 months,A696979,Dog,Chihuahua Shorthair Mix,Chocolate,2015-02-20 15:41:00,,,,Adoption,Spayed Female
19130,3 months,A665633,Dog,Anatol Shepherd Mix,Brown/Black,2013-10-24 15:40:00,,,Partner,Transfer,Intact Female
19131,4 years,A697411,Dog,Miniature Schnauzer/Miniature Poodle,Gray,2015-02-27 18:44:00,,Marley,,Adoption,Neutered Male
19133,6 years,A707039,Dog,Labrador Retriever/Blue Lacy,Black,2015-07-07 14:50:00,,Coop,,Return_to_owner,Neutered Male
19134,3 years,A709993,Dog,Manchester Terrier Mix,Black/Tan,2015-08-19 12:21:00,,Arlo,,Adoption,Neutered Male
19135,7 years,A698218,Dog,Miniature Poodle Mix,White,2015-04-25 09:42:00,,Scooter,Foster,Adoption,Neutered Male
19138,2 years,A673611,Dog,German Shepherd Mix,Black/Brown,2014-03-07 15:46:00,,Blackie,Aggressive,Euthanasia,Intact Male
19139,2 months,A670970,Dog,Newfoundland/Labrador Retriever,Black/White,2014-01-20 17:01:00,,Raven,Partner,Transfer,Spayed Female
19142,2 months,A700213,Dog,Siberian Husky Mix,Red,2015-04-13 17:49:00,,,,Adoption,Spayed Female
19143,2 years,A696331,Dog,Chihuahua Shorthair Mix,White/Black,2015-02-06 16:48:00,,,Partner,Transfer,Intact Female
19144,2 years,A693304,Dog,Pit Bull Mix,Brown Brindle,2014-12-05 14:49:00,,,Suffering,Euthanasia,Intact Female
19145,11 years,A276780,Dog,Border Collie/Chow Chow,Black,2013-11-22 15:56:00,,Seth,,Return_to_owner,Neutered Male
19148,4 years,A717982,Dog,Labrador Retriever Mix,Brown/White,2015-12-21 12:31:00,,Lyfe,,Return_to_owner,Neutered Male
19151,4 years,A655701,Dog,Bull Terrier Miniature Mix,White/Brown,2013-12-12 11:16:00,,Lissa,Partner,Transfer,Spayed Female
19152,2 years,A684568,Dog,Yorkshire Terrier Mix,Silver/Tan,2014-08-04 11:52:00,,,Foster,Adoption,Neutered Male
19154,1 year,A696234,Dog,Chihuahua Shorthair/Affenpinscher,Black/White,2015-02-04 18:37:00,,Cali Knight,,Adoption,Neutered Male
19157,10 years,A678487,Dog,Chihuahua Shorthair Mix,Black/White,2014-05-20 11:06:00,,Mikey,,Return_to_owner,Neutered Male
19159,4 years,A668814,Dog,Akita/Labrador Retriever,Black/White,2014-06-20 13:20:00,,Guero,Partner,Transfer,Neutered Male
19162,2 years,A681483,Dog,Pit Bull Mix,Blue/White,2014-09-29 13:47:00,,Misty,,Adoption,Spayed Female
19163,2 years,A716562,Dog,Pit Bull Mix,White/Brown,2016-01-30 18:45:00,,Davis,,Adoption,Neutered Male
19164,2 years,A675509,Dog,Pit Bull Mix,Chocolate,2014-09-27 15:46:00,,Dwight,,Adoption,Neutered Male
19166,2 years,A614362,Dog,Chihuahua Shorthair Mix,Black/Tan,2013-12-16 18:48:00,,Remy,,Adoption,Neutered Male
19168,4 years,A695683,Dog,Chihuahua Shorthair/Cardigan Welsh Corgi,White/Brown,2015-10-31 11:13:00,,Wero,,Return_to_owner,Neutered Male
19169,2 years,A673527,Dog,French Bulldog Mix,White,2014-09-21 13:00:00,,Polly,,Adoption,Spayed Female
19170,1 year,A716982,Dog,Labrador Retriever Mix,Black,2016-01-16 00:00:00,,Jet,Partner,Transfer,Neutered Male
19171,1 year,A714875,Dog,Black/Tan Hound Mix,Tricolor,2015-12-31 14:03:00,,Cookiemonst,,Adoption,Spayed Female
19172,3 years,A654592,Dog,Pit Bull Mix,White/Brown,2013-10-14 12:06:00,,Luigi,Partner,Transfer,Neutered Male
19175,10 years,A693862,Dog,Yorkshire Terrier Mix,Brown,2014-12-22 12:07:00,,Larry,,Adoption,Neutered Male
19176,6 years,A669101,Dog,Boston Terrier Mix,Black/White,2013-12-19 12:16:00,,,Partner,Transfer,Neutered Male
19177,5 years,A651202,Dog,Maltese Mix,White,2014-09-06 17:11:00,,Daisy,,Return_to_owner,Spayed Female
19181,10 months,A696060,Dog,Catahoula/Beagle,Yellow Brindle,2015-02-02 19:04:00,,,,Adoption,Spayed Female
19184,2 months,A682053,Dog,American Staffordshire Terrier/Labrador Retriever,Black/White,2014-07-14 16:03:00,,Ellie,,Adoption,Spayed Female
19185,1 year,A715582,Dog,Labrador Retriever Mix,Blue,2015-11-10 12:28:00,,Marlee,,Return_to_owner,Spayed Female
19186,10 years,A450003,Dog,Pit Bull,Chocolate/White,2015-07-30 17:32:00,,Choco,,Return_to_owner,Neutered Male
19188,4 years,A691896,Dog,Australian Cattle Dog Mix,Brown Brindle/White,2015-05-01 12:35:00,,Rumble,Partner,Transfer,Neutered Male
19189,10 years,A668153,Dog,Labrador Retriever,Yellow,2013-12-02 12:18:00,,Bella,,Return_to_owner,Intact Female
19192,6 years,A693994,Dog,Pit Bull Mix,Black/White,2014-12-18 17:39:00,,,Suffering,Euthanasia,Intact Male
19194,1 month,A713650,Dog,American Pit Bull Terrier Mix,White/Blue,2015-10-10 13:15:00,,Blue,,Return_to_owner,Intact Male
19195,13 years,A693094,Dog,German Shepherd Mix,Black/Brown,2014-12-02 13:05:00,,Cameron,,Return_to_owner,Intact Male
19196,2 years,A694322,Dog,Labrador Retriever,Yellow,2014-12-26 15:09:00,,Comet,,Return_to_owner,Neutered Male
19199,1 year,A696926,Dog,Miniature Poodle Mix,Black/White,2015-02-22 15:17:00,,Scootches,,Adoption,Spayed Female
19200,1 month,A678781,Dog,Border Collie Mix,Black/White,2014-06-03 17:47:00,,Sadie,,Adoption,Spayed Female
19204,1 year,A671187,Dog,Rat Terrier Mix,Black/White,2014-01-20 18:30:00,,,Suffering,Euthanasia,Intact Male
